[00:05.080 --> 00:06.500]  Previously on F*** Face.
[54:11.180 --> 54:12.900]  Yes. Yeah, that's right.
[54:12.940 --> 54:14.020]  I'm so glad you brought that up.
[54:14.240 --> 54:18.220]  One of, I think, the funniest things in Survivor ever has been this season
[54:18.220 --> 54:21.460]  that Mike keeps putting himself in the same category as Jonathan.
[54:21.720 --> 54:23.440]  I love it. And he always does it.
[54:23.560 --> 54:27.140]  He's like, yeah, they always target the big guys like Jonathan and I.
[54:27.240 --> 54:29.640]  And it's like, you are not you're in a different league.
[54:30.020 --> 54:35.400]  I really liked the guy who went home, but he kept dropping shit and losing shit.
[54:35.480 --> 54:37.480]  And he like dropped Mike's side on the floor.
[54:37.560 --> 54:39.700]  I was like, you never gave it to me.
[54:39.860 --> 54:42.260]  I gave it back to you. It was just on the floor in the open.
[54:44.360 --> 54:49.660]  Yeah, my favorite challenge thing, like as far as dominant people on the show goes,
[54:49.720 --> 54:52.140]  there's this guy named James who is in a bunch of seasons
[54:52.140 --> 54:54.760]  who had the fantastic job as grave digger.
[54:54.980 --> 54:56.880]  And he was just jacked.
[54:56.920 --> 54:58.640]  And they had this challenge where you're in the water.
[54:58.900 --> 55:03.040]  And the idea was you had two poles and you'd have two people in the water
[55:03.040 --> 55:07.780]  hold the poles and the person would step on one and then move to the other.
[55:07.860 --> 55:09.840]  And the person with the pole, like they just keep moving.
[55:09.840 --> 55:13.260]  So you'd go like one step at a time and one person held you up.
[55:13.600 --> 55:17.040]  James was so strong that he could just carry the person the whole way.
[55:17.120 --> 55:20.100]  So like somebody would hop on the pole and then he'd lift it
[55:20.100 --> 55:23.120]  and he'd just walk across to the other side and they'd hop off
[55:23.120 --> 55:25.800]  as opposed to the other team having to do it properly.
[55:26.020 --> 55:28.500]  So they like never did that challenge again or they tweaked it.
[55:28.540 --> 55:32.120]  I think they changed it in some way because he just he broke it.
[55:32.220 --> 55:36.200]  They didn't expect anybody being so strong and they just finished it immediately.
[55:36.500 --> 55:38.000]  It's a great season. Yeah, it's fun to watch.
[55:38.000 --> 55:39.720]  We're a reality TV show podcast.
[55:40.060 --> 55:42.400]  Oh, is that the new phase we are? We're a reality TV show.
[55:42.420 --> 55:43.720]  I guess we kind of always go with it.
[55:43.900 --> 55:45.240]  But yeah, well, we're above.
[55:45.500 --> 55:47.500]  I guess we're done with Bovril.
[55:47.720 --> 55:49.920]  Yeah. Unless Andrew wants to try a hot Bovril.
[55:50.340 --> 55:52.300]  I will try it next time. All right.
[55:52.460 --> 55:57.640]  We I feel like we extracted more joy out of Bovril than
[55:58.320 --> 55:59.500]  probably the collective
[56:00.780 --> 56:03.780]  population of Earth using it as actual sustenance.
[56:03.920 --> 56:05.460]  You might be right. Bovril should pay us.
[56:05.600 --> 56:07.160]  Yeah. Andrew, have you been in contact with Bovril?
[56:07.160 --> 56:09.140]  I have not been in contact with Bovril.
[56:09.300 --> 56:10.520]  Should I be in contact with Bovril?
[56:10.680 --> 56:11.700]  Well, maybe get something going.
[56:11.960 --> 56:14.540]  I don't know if what I've done with the Bovril product.
[56:15.080 --> 56:17.520]  Oh, my God. I just had a great idea.
[56:17.820 --> 56:19.420]  OK, I just had a great idea.
[56:19.820 --> 56:21.060]  Great idea. Think about this.
[56:21.220 --> 56:22.880]  A shirt that says Bovril drinker.
[56:23.020 --> 56:23.760]  No, no, no, no.
[56:23.760 --> 56:25.800]  We're not. I'm just not some shitty merchandise to sell people.
[56:26.260 --> 56:26.980]  Here's an idea.
[56:28.260 --> 56:29.260]  What did we used to be?
[56:29.260 --> 56:31.000]  We used to be an Apple podcast, right?
[56:31.500 --> 56:33.820]  For a time. And we flirt with apples occasionally.
[56:33.820 --> 56:36.880]  We're obviously we're medium Cosmic Crisp fans.
[56:37.500 --> 56:40.380]  What do people like to do in the fall with apples?
[56:40.920 --> 56:43.020]  Cider. They like to bob for apples.
[56:43.220 --> 56:45.860]  What if you have Bovril for apples?
[56:46.120 --> 56:47.400]  You get like a big drum.
[56:47.900 --> 56:48.780]  You fill it with you.
[56:48.900 --> 56:51.220]  You fill it with Bovril and you have to bob for apples.
[56:51.480 --> 56:54.680]  No. You have to put your arms behind your head and dunk your head into to Bovril
[56:54.680 --> 56:55.520]  and pull out an apple.
[56:55.880 --> 56:56.960]  Bobbing for apples.
[56:57.520 --> 56:58.540]  Bobbing for apples.
[56:59.280 --> 57:00.640]  That's an experience at RTX.
[57:01.000 --> 57:03.680]  It doesn't matter that there's COVID or whatever.
[57:03.680 --> 57:06.900]  Everyone should be bobbing for apples in the same juice.
[57:07.440 --> 57:09.280]  I don't want to go to someone else's bob.
[57:09.480 --> 57:13.860]  We have got to at some point in our collective future bob for apples.
[57:14.140 --> 57:16.840]  Bovril might have some antiseptic properties that we don't know about.
[57:17.020 --> 57:19.340]  That's true. I would bob for apple.
[57:19.700 --> 57:22.920]  I think you and I could make a supplemental where we bob for apples.
[57:23.280 --> 57:23.920]  I think that's a great idea.
[57:24.060 --> 57:29.800]  You also speaking of supplementals, you also need to make a Gavin's
[57:29.800 --> 57:32.940]  Italian pizza at my in my my fucking backyard.
[57:32.940 --> 57:35.320]  Yeah, I've got to clear out the spiders and scorpions in that.
[57:35.480 --> 57:36.380]  Yeah, we can do that.
[57:37.180 --> 57:37.820]  Oh, man.
[57:44.610 --> 57:46.970]  OK, I got excited, brought up Cosmic Crisps.
[57:46.990 --> 57:49.090]  I have one. I'm going to wash away.
[57:49.190 --> 57:51.770]  Yeah, we all do. Everybody's got one in their fucking fridge right now, right?
[57:51.790 --> 57:52.670]  We're waiting a year to eat them.
[57:52.830 --> 57:55.450]  Well, yeah, I do. But I mean, like I've had one that I can eat now.
[57:55.570 --> 57:57.710]  I bought Cosmic Crisps over the weekend.
[57:57.930 --> 58:00.070]  I'll be honest, I forgot to put mine in the fridge.
[58:00.970 --> 58:03.370]  God damn it. I might just need half of yours, Geoff.
[58:03.770 --> 58:05.350]  Yeah, that's fine. You can have half of mine.
[58:05.470 --> 58:07.430]  I doubt I'll get through it one year from now.
[58:07.530 --> 58:09.110]  When are we supposed to do that?
[58:09.270 --> 58:11.950]  I wrote the date on my apple, so I'll have to.
[58:12.150 --> 58:15.390]  Yeah, well, fucking obviously I know what date.
[58:15.690 --> 58:18.010]  All right, hold up. Let me go check my let me go check my apple.
[58:18.090 --> 58:18.830]  And I'll tell you, I'll be right back.
[58:18.970 --> 58:20.630]  Andrew, when does the redemption year end?
[58:22.990 --> 58:24.350]  Well, year two, right?
[58:24.530 --> 58:26.310]  Did you just take a bite of an apple?
[58:26.990 --> 58:27.570]  Yeah, I did.
[58:27.790 --> 58:29.830]  Yeah, you didn't hear him, he's clearing his palate with a Cosmic Crisps.
[58:30.070 --> 58:32.070]  Well, I didn't think he was actually doing it.
[58:32.070 --> 58:33.330]  And then you asked him a question.
[58:33.430 --> 58:36.450]  And I heard the biggest like horse style chomp.
[58:36.610 --> 58:37.590]  I take horse bites.
[58:37.990 --> 58:39.810]  I love apples. What can I say?
[58:40.410 --> 58:42.610]  I'm trying to get the beef out of my mouth, Eric.
[58:42.810 --> 58:43.930]  It's so beefy in here.
[58:44.830 --> 58:47.370]  The beef is what lingered, not all the salad cream.
[58:47.830 --> 58:49.870]  What was the pop that you didn't have?
[58:50.090 --> 58:51.750]  Or yeah, what was the one popsicle? Coke.
[58:51.750 --> 58:52.890]  The Coca-Cola one. Oh, that's sad.
[58:52.990 --> 58:54.910]  But now you can enjoy that one, you know?
[58:55.190 --> 58:57.850]  I don't. I'm done with popsicles for a while.
[58:59.150 --> 59:00.510]  Oh, it ruined popsicle?
[59:00.510 --> 59:01.170]  Oh, I'm sorry.
[59:01.290 --> 59:03.290]  It absolutely ruined popsicles for a little bit.
[59:03.450 --> 59:05.290]  I got some good news and some bad news.
[59:05.370 --> 59:09.650]  Oh, no. December 9th, 2022 is the date we need to do it.
[59:09.770 --> 59:10.850]  Oh, that's...
[59:10.850 --> 59:14.730]  I picked out... I have a Ziploc bag with my apple in it.
[59:14.770 --> 59:18.390]  And that says in Sharpie, do not open until December 9th, 2022.
[59:19.090 --> 59:21.430]  However, when I picked that up out of the back of my fridge,
[59:21.610 --> 59:23.950]  the apple sort of collapsed in on itself.
[59:24.070 --> 59:27.690]  And it is a big, mushy, crab-apple-y looking mess.
[59:27.690 --> 59:32.310]  We are going to get very, very sick when we eat this.
[59:32.310 --> 59:32.650]  What happened?
[59:33.110 --> 59:35.790]  You try... Was it not clean when it went in?
[59:35.930 --> 59:37.170]  It was clean and sealed.
[59:37.370 --> 59:38.630]  Geoff has a fucked up fridge.
[59:38.810 --> 59:40.090]  I do have a fucked up fridge.
[59:40.230 --> 59:42.670]  We need to talk about the... Why do we trust him?
[59:42.890 --> 59:44.790]  What's your apple's condition, Andrew?
[59:45.070 --> 59:46.070]  My apple's condition?
[59:46.490 --> 59:48.170]  Let me... What's in the fridge downstairs?
[59:48.670 --> 59:49.870]  Oh, you don't like changing floors.
[59:50.070 --> 59:51.610]  Want me to go run and see?
[59:51.830 --> 59:52.890]  Yeah, why don't you run and see?
[59:53.090 --> 59:54.070]  I'll go check. I'll go check.
[59:54.250 --> 59:55.670]  It is so mushy.
[59:55.810 --> 59:57.570]  I like this because it's sort of the halfway point.
[59:57.570 --> 59:58.750]  Yeah, that doesn't bode well.
[59:59.010 --> 01:00:03.030]  Maybe when I get the new fridge in 17 years, I can put another one in and try it.
[01:00:03.510 --> 01:00:03.950]  Try it again.
[01:00:05.090 --> 01:00:07.710]  Oh, my God. It looks heinous.
[01:00:08.010 --> 01:00:09.290]  Did you place the order for a new fridge?
[01:00:09.550 --> 01:00:11.070]  Yeah, I talked about it on the podcast, didn't I?
[01:00:11.270 --> 01:00:12.730]  Yeah, I just don't remember if you pulled the trigger or not.
[01:00:13.010 --> 01:00:14.350]  Oh, I pulled the fucking trigger.
[01:00:14.490 --> 01:00:17.070]  That's why I had to get it next February.
[01:00:17.510 --> 01:00:19.470]  On the next... Yeah, just in time for episode 1000.
[01:00:19.570 --> 01:00:21.950]  Maybe we should have a bit of food that we keep for episode 1000.
[01:00:22.230 --> 01:00:26.630]  Like, do you have any food that you'd want to buy now and eat in 17 and a half years?
[01:00:26.630 --> 01:00:28.070]  Yeah, I'm sure I do.
[01:00:28.290 --> 01:00:30.090]  Like a tin of beans or something? Probably keep?
[01:00:30.870 --> 01:00:32.110]  What if we...
[01:00:32.110 --> 01:00:35.290]  Oh, what if we bury...
[01:00:35.290 --> 01:00:36.050]  What if we do a...
[01:00:36.050 --> 01:00:38.670]  What if we do like a 10 year bean hole?
[01:00:40.610 --> 01:00:41.970]  Maybe like a biohazard.
[01:00:42.510 --> 01:00:43.670]  Put signs on it.
[01:00:44.590 --> 01:00:45.810]  So I have a confession to make.
[01:00:46.030 --> 01:00:46.490]  Oh, God.
[01:00:47.010 --> 01:00:48.770]  I have some good news and I have some bad news.
[01:00:50.570 --> 01:00:54.990]  So, during the time in which...
[01:00:54.990 --> 01:00:58.570]  Remember how I said I had that stretch for like a month and a half
[01:00:58.570 --> 01:01:00.990]  where I really my I injured my ankle really badly?
[01:01:01.130 --> 01:01:02.470]  Yeah. You were in bed for like a month.
[01:01:02.610 --> 01:01:07.890]  Yeah. So one of those times during that stretch, I was really hungry.
[01:01:08.190 --> 01:01:10.110]  I didn't feel like...
[01:01:11.010 --> 01:01:14.310]  And I didn't I didn't feel like I was both hungry and thirsty.
[01:01:15.070 --> 01:01:16.570]  And I thought...
[01:01:16.570 --> 01:01:18.350]  And I thought, I can't go get food.
[01:01:18.690 --> 01:01:21.670]  And I don't want to... Walking to the sink is difficult.
[01:01:21.910 --> 01:01:22.930]  Like, even that is painful.
[01:01:23.480 --> 01:01:28.930]  I took the Cosmic Crisp that we're holding on for a year and I ate it.
[01:01:28.930 --> 01:01:32.570]  I ate it that evening under the plan of I will immediately buy another
[01:01:32.570 --> 01:01:35.250]  and then just replace it and it will be the same.
[01:01:35.450 --> 01:01:37.810]  You can't be trusted to do anything.
[01:01:38.130 --> 01:01:42.890]  I have not been able to find Cosmic Crisps until Sunday
[01:01:42.890 --> 01:01:44.430]  when I bought the Bovril.
[01:01:44.830 --> 01:01:49.630]  So the bag of Cosmic Crisps I have are for the next iteration
[01:01:49.630 --> 01:01:50.790]  of the one year wait.
[01:01:50.790 --> 01:01:54.870]  So even after Geoff's description of his apple, yours is in worse condition.
[01:01:55.410 --> 01:01:58.150]  Mine is. Yes, yes, it is.
[01:01:58.170 --> 01:01:58.990]  It is much worse.
[01:01:59.790 --> 01:02:01.610]  It is somewhere. It is long gone.
[01:02:02.210 --> 01:02:06.510]  So out of the three of us, I'm the only one who can follow fucking directions.
[01:02:07.110 --> 01:02:09.090]  Well, I followed the directions.
[01:02:09.670 --> 01:02:11.990]  I just got thirsty and it was very late.
[01:02:12.050 --> 01:02:13.730]  Well, and yours fell apart, Geoff. So we got nothing.
[01:02:13.990 --> 01:02:16.990]  It's still in the bag and it's still it's just mushy.
[01:02:17.030 --> 01:02:19.410]  It's still an apple. We're still going to eat it.
[01:02:19.410 --> 01:02:21.870]  Yeah, we'll keep yours in and I'm throwing mine in.
[01:02:22.110 --> 01:02:23.410]  I'm throwing mine in right now.
[01:02:23.970 --> 01:02:29.530]  You two motherfuckers just hard, hard salad creamed our apple experiment.
[01:02:29.750 --> 01:02:30.530]  No, both of you.
[01:02:30.710 --> 01:02:33.850]  I think Andrew salad creamed it because he deliberately ate it.
[01:02:33.930 --> 01:02:34.870]  And what did you do?
[01:02:35.090 --> 01:02:37.170]  You didn't even start step one.
[01:02:37.370 --> 01:02:39.210]  I think you're much worse than I was.
[01:02:39.690 --> 01:02:40.910]  Originally on my desk at work.
[01:02:40.990 --> 01:02:42.690]  And then I was like, oh, I never put it in the fridge.
[01:02:42.810 --> 01:02:43.770]  Went to get it. It's gone.
[01:02:44.110 --> 01:02:46.270]  Did you take it? Did someone take it?
[01:02:46.270 --> 01:02:47.730]  No. I never put it in.
[01:02:47.730 --> 01:02:49.310]  I even stopped myself.
[01:02:49.630 --> 01:02:50.250]  I think I told the story.
[01:02:50.370 --> 01:02:53.490]  I stopped myself from superglue it to your desk because I was in the process of doing it.
[01:02:53.530 --> 01:02:56.510]  And then I thought, oh, he might need this and I don't want to ruin the cosmic crisp.
[01:02:56.670 --> 01:02:59.190]  So I treated it with respect, much like the competition.
[01:02:59.530 --> 01:03:01.650]  All right. Well, I can start at the same time as Andrew.
[01:03:01.930 --> 01:03:04.210]  Yeah, well, we'll have three different iterations.
[01:03:04.390 --> 01:03:08.610]  You got the one year apple and we'll have the whatever, seven months or whatever.
[01:03:08.830 --> 01:03:09.490]  Well, let's be fair.
[01:03:09.570 --> 01:03:11.150]  Geoff has to put it again anyway.
[01:03:11.610 --> 01:03:13.990]  No, we'll just eat what's left of what I mean.
[01:03:14.010 --> 01:03:16.190]  It might be apple soup by then, but we'll eat it.
[01:03:16.410 --> 01:03:17.250]  Nick has a good point.
[01:03:17.250 --> 01:03:19.430]  Salmon creaming involves an action.
[01:03:19.690 --> 01:03:21.590]  Gavin didn't get that far with the apple.
[01:03:21.710 --> 01:03:23.650]  I don't know. I don't pre cream.
[01:03:23.910 --> 01:03:25.750]  I don't want to talk pre cream right now.
[01:03:25.770 --> 01:03:28.050]  My stomach is in a it's in a bad way.
[01:03:28.190 --> 01:03:29.690]  Why is my doorbell ringing?
[01:03:30.250 --> 01:03:32.090]  Andrew, you didn't send me anything, did you?
[01:03:32.290 --> 01:03:33.410]  I didn't send you.
[01:03:34.630 --> 01:03:35.370]  Henry's pissed.
[01:03:36.130 --> 01:03:37.570]  Eric says that's the wrap up bell.
[01:03:37.870 --> 01:03:38.830]  Yeah, I agree with that.
[01:03:38.890 --> 01:03:42.050]  And I think I should get credit for confessing to my crimes.
[01:03:42.490 --> 01:03:43.570]  Yeah, it was very honest of you.
[01:03:43.570 --> 01:03:47.550]  And I think you would have continued lying to us for the next eight months
[01:03:47.550 --> 01:03:48.490]  had we not brought it up.
[01:03:48.810 --> 01:03:51.470]  It was a very when you asked me to check the status of my apple,
[01:03:51.750 --> 01:03:53.130]  there was a little bit of a panic.
[01:03:53.290 --> 01:03:54.510]  I like that you went anyway.
[01:03:54.910 --> 01:03:58.170]  No, I leaned back in my chair and I just kept eating the apple I was eating.
[01:03:58.310 --> 01:03:59.910]  And then I almost choked on it.
[01:03:59.950 --> 01:04:01.670]  I almost started coughing from it.
[01:04:01.790 --> 01:04:04.050]  Was it in your bedroom fridge?
[01:04:04.330 --> 01:04:05.410]  It was. Yeah, it's in my bar.
[01:04:05.790 --> 01:04:08.050]  Because because when you said you were going to go downstairs and check,
[01:04:08.050 --> 01:04:09.490]  I was like, well, how did he get to it then?
[01:04:09.670 --> 01:04:10.590]  That was the thing. Yeah.
[01:04:10.690 --> 01:04:13.210]  No, it was that was all I left in there.
[01:04:13.570 --> 01:04:14.730]  But this one I will not touch.
[01:04:15.150 --> 01:04:16.710]  It's a promise. What if you wreck your ankle again?
[01:04:16.990 --> 01:04:20.510]  I will die. I will die of thirst before I touch that Cosmic Crisp.
[01:04:20.590 --> 01:04:23.330]  I like that you went for the apple for the for the liquid in it.
[01:04:23.810 --> 01:04:26.430]  That's why I went because they're so fucking juicy.
[01:04:26.550 --> 01:04:27.290]  I was thirsty.
[01:04:27.770 --> 01:04:29.190]  It was more thirsty than hungry.
[01:04:29.370 --> 01:04:31.050]  And I didn't I didn't have anything to drink.
[01:04:31.050 --> 01:04:35.590]  So we'll we'll do this experiment again and just hope that for the span of
[01:04:35.590 --> 01:04:37.150]  three hundred and sixty five days,
[01:04:37.270 --> 01:04:41.310]  Andrew doesn't get slightly inconvenienced or thirsty at any point.
[01:04:41.510 --> 01:04:43.330]  No, it was. Let's be fair.
[01:04:43.330 --> 01:04:44.550]  I was I couldn't walk.
[01:04:44.690 --> 01:04:46.030]  I was in a let's be fair.
[01:04:46.130 --> 01:04:48.010]  That describes half of your year.
[01:04:48.270 --> 01:04:49.450]  No, this is a different thing.
[01:04:49.730 --> 01:04:51.110]  I was this is different.
[01:04:51.330 --> 01:04:54.490]  Do you you almost you almost ended up bedridden again
[01:04:54.490 --> 01:04:57.930]  because you got too excited to stand up to get in line last week?
[01:04:58.030 --> 01:04:59.250]  No, no, no, no, no, I didn't.
[01:04:59.390 --> 01:05:01.670]  I was fine. Like that was there's no that was just a tweet.
[01:05:01.830 --> 01:05:03.730]  This was a different that was a different thing.
[01:05:03.950 --> 01:05:05.190]  Eric wants the podcast to be over.
[01:05:05.410 --> 01:05:06.570]  There needs to be. Yeah, I agree.
[01:05:06.770 --> 01:05:11.910]  There needs to be some fucking ramifications for people going forward
[01:05:11.910 --> 01:05:15.030]  who salad cream this apple experiment.
[01:05:15.870 --> 01:05:17.130]  Accountability. Nick is right.
[01:05:17.430 --> 01:05:19.130]  I feel like I was very accountable.
[01:05:19.530 --> 01:05:21.370]  I would argue I was the most accountable here.
[01:05:21.610 --> 01:05:25.530]  You cost us five months of an experiment because you're thirsty for apples.
[01:05:25.910 --> 01:05:26.830]  What about what about this?
[01:05:27.170 --> 01:05:29.690]  I'll I'll put mine in now and I'll leave it to you.
[01:05:29.910 --> 01:05:31.270]  It's not supposed to be good for two years.
[01:05:31.350 --> 01:05:32.450]  It's only supposed to be good for a year.
[01:05:32.770 --> 01:05:33.430]  I'll leave it for a year.
[01:05:33.650 --> 01:05:34.930]  Sound like it's good for a year anyway.
[01:05:35.610 --> 01:05:38.090]  Yeah, not in my not in my whack ass fridge.
[01:05:39.210 --> 01:05:42.430]  I like you're coming at us for fucking experiment.
[01:05:42.590 --> 01:05:43.550]  No, it's coming to you.
[01:05:44.130 --> 01:05:47.130]  I got a fucking I got an apple in a fridge right now
[01:05:47.130 --> 01:05:50.070]  that's been there since December 9th of last year.
[01:05:50.210 --> 01:05:51.770]  So I can put it in any fridge.
[01:05:51.890 --> 01:05:54.090]  Do I need to plug the fridge and you have a broken fridge?
[01:05:54.250 --> 01:05:57.870]  There have been three different levels of effort and the result is the same
[01:05:57.870 --> 01:05:59.530]  for everyone. There's no apple to eat.
[01:06:00.430 --> 01:06:02.010]  No, I got an apple we're going to eat.
[01:06:02.070 --> 01:06:03.350]  We're just going to die eating it.
[01:06:03.690 --> 01:06:05.390]  You're going to eat a bag of mush.
[01:06:05.390 --> 01:06:07.650]  It's already it's already a collapse and exposes.
[01:06:07.970 --> 01:06:10.650]  We are going to eat a bag of mush.
[01:06:11.130 --> 01:06:12.950]  We you and I together.
[01:06:13.330 --> 01:06:14.310]  We already said so before.
[01:06:14.450 --> 01:06:15.050]  You know, it was gross.
[01:06:15.450 --> 01:06:16.530]  You've already agreed.
[01:06:16.870 --> 01:06:18.790]  Maybe you can put it in the next beanhole.
[01:06:18.970 --> 01:06:19.710]  It's like, I don't know.
[01:06:19.750 --> 01:06:20.970]  Do you like an apple dish?
[01:06:21.170 --> 01:06:22.050]  Maybe maybe we'll both.
[01:06:22.230 --> 01:06:23.150]  Now that's interesting.
[01:06:23.590 --> 01:06:24.330]  Bob for mush.
[01:06:25.490 --> 01:06:26.430]  Oh, man. Yeah.
[01:06:26.430 --> 01:06:27.930]  We throw it in with the bobbing for apple.
[01:06:28.010 --> 01:06:29.830]  And if you get that one, you lose in a lot of.
[01:06:32.410 --> 01:06:33.210]  Oh, all right.
[01:06:33.430 --> 01:06:35.170]  Well, yeah, I guess
[01:06:35.170 --> 01:06:38.670]  we'll talk to you next time, tell people or don't listen again,
[01:06:38.790 --> 01:06:41.430]  maybe buy some shit or don't whatever.
[01:06:42.330 --> 01:06:45.710]  I'm putting the same amount of effort into the outro that Andrew put into the.
[01:06:45.890 --> 01:06:48.790]  Well, I rather I should say the Gavin put into the apple contest.
[01:06:49.430 --> 01:06:50.630]  So see you next week.
[01:06:50.630 --> 01:06:53.710]  So we don't or who knows who gives a fuck here?
[01:06:53.750 --> 01:06:54.190]  I don't know.
[01:06:54.570 --> 01:06:55.870]  We'll be here probably.
[01:06:56.510 --> 01:06:57.150]  Maybe we won't.
[01:06:57.410 --> 01:06:58.030]  I don't know.
[01:06:58.170 --> 01:06:58.790]  I hope so.
[01:06:58.970 --> 01:07:01.210]  Tune in to find out or don't tune in to find out.
[01:07:01.270 --> 01:07:02.030]  We'll never know.
[01:07:02.350 --> 01:07:02.730]  Bye.
[01:07:02.730 --> 01:07:04.790]  Really playing with the medium there.
[01:07:09.750 --> 01:07:10.870]  Hey, guys.
[01:07:10.990 --> 01:07:13.990]  Regular fan Jack here with a look at next week's episode of Face.
[01:07:14.510 --> 01:07:17.590]  Do you know Geoff co-stars in another podcast about theme parks?
[01:07:18.090 --> 01:07:21.690]  Gavin tells everyone about his favorite podcast called Annual Pass.
[01:07:22.050 --> 01:07:24.850]  Penn talks about how roller coasters are better than bagels.
[01:07:25.290 --> 01:07:26.670]  Geoff discovers G forces.
[01:07:27.130 --> 01:07:30.710]  The boys decide that Annual Pass is a much better podcast to listen to
[01:07:30.710 --> 01:07:33.670]  than face. Annual Pass releases every Thursday,
[01:07:33.830 --> 01:07:35.350]  anywhere you get your podcasts.
[01:07:35.730 --> 01:07:37.970]  And once again, Andrew does not eat the pencil.
[01:07:38.310 --> 01:07:41.150]  All that and more on next week's episode of Annual Pass.
