[00:09.760 --> 00:10.680]  I
[52:10.140 --> 52:11.840]  It took me like five hours to figure that out.
[52:11.900 --> 52:13.240]  But I'd love to do Sea of Thieves stuff.
[52:13.400 --> 52:13.880]  What happened?
[52:14.240 --> 52:17.200]  It just... I kept getting this error called lavender beard.
[52:17.420 --> 52:18.560]  It wouldn't let me load in.
[52:18.720 --> 52:24.100]  And then it's a kind of annoying thing where every support thing I found was for people on PC.
[52:25.040 --> 52:27.380]  And it does not help me as a console player.
[52:28.000 --> 52:29.980]  And I tried so many things.
[52:30.320 --> 52:31.280]  Nothing would work.
[52:31.660 --> 52:34.140]  I then realized that, oh, it's a network issue.
[52:34.140 --> 52:36.100]  So I had to figure out how to port forward.
[52:36.100 --> 52:37.360]  And that fixed it.
[52:37.500 --> 52:43.060]  But it was... I was trying to clean up some items in the Monkey Island stuff that I hadn't done.
[52:43.580 --> 52:47.100]  And it took just... my entire evening was spent troubleshooting Sea of Thieves.
[52:47.240 --> 52:49.420]  But I think we'll have so much fun playing that as a group.
[52:49.600 --> 52:51.180]  We need to organize that at some point.
[52:51.760 --> 52:54.400]  A comment leaver suggested that possibly the reason your
[52:55.040 --> 53:00.200]  rep is so low, by the way, is because of all your like destiny rubber banding and stuff.
[53:00.960 --> 53:01.840]  That's... I saw that.
[53:01.900 --> 53:04.280]  That isn't accurate because I did that with a friend.
[53:04.280 --> 53:06.260]  So we were gifting wins.
[53:06.460 --> 53:07.780]  So I don't know why people would be mad.
[53:07.880 --> 53:10.660]  It was a doubles playlist and my friend and I were both doing the same thing.
[53:11.120 --> 53:13.440]  Maybe they wanted to... maybe they wanted a challenge.
[53:13.720 --> 53:14.220]  I guess.
[53:14.300 --> 53:18.340]  But like, are you going to leave negative rep for like not... that seems like a weird move.
[53:19.180 --> 53:19.640]  That's fair.
[53:20.680 --> 53:22.920]  Did... did you guys end up recording a Warzone or no?
[53:23.160 --> 53:24.120]  Yes, we did.
[53:24.980 --> 53:25.680]  Was it fun?
[53:26.880 --> 53:27.400]  It was fun.
[53:27.620 --> 53:28.140]  I had a good time.
[53:28.140 --> 53:29.160]  Yeah, it was good.
[53:29.460 --> 53:30.080]  I enjoyed it.
[53:30.240 --> 53:33.500]  I mean, it's not... not a lot particularly happened in that one, but it was...
[53:33.500 --> 53:33.700]  No.
[53:33.700 --> 53:38.000]  It's not the best video we've ever made, but we had fun doing it.
[53:38.060 --> 53:40.820]  We couldn't find anyone in the map, strangely enough.
[53:41.080 --> 53:43.640]  Like, we played three games and encountered like six people.
[53:44.240 --> 53:45.020]  It was very weird.
[53:45.240 --> 53:46.300]  We had some funny stuff.
[53:46.420 --> 53:47.460]  We did... we jumped through some windows.
[53:47.860 --> 53:51.980]  We did some... some cool dives into the... out of like houseboats into the water and stuff.
[53:52.520 --> 53:53.240]  It was fun.
[53:53.360 --> 53:54.380]  I'm excited to do more.
[53:54.480 --> 53:56.760]  I like... I think they rotate the map in that game, right?
[53:56.860 --> 53:59.380]  Like, I actually prefer the original map more than that one.
[53:59.860 --> 54:02.560]  No, they don't really rotate as much as replace.
[54:03.260 --> 54:06.260]  Okay, well, there's a new season, I think, coming out really soon, right?
[54:06.680 --> 54:06.800]  Yeah.
[54:06.960 --> 54:07.360]  Yeah.
[54:07.440 --> 54:08.280]  I had to update the game.
[54:08.340 --> 54:14.460]  They just put Spawn in the game, I think, which is such a... such a weird property to still have like...
[54:14.460 --> 54:14.480]  Yeah.
[54:14.720 --> 54:18.900]  Like, I don't know what Spawn content is coming out or why anyone cares about Spawn.
[54:19.060 --> 54:20.780]  Who the fuck remembers Spawn?
[54:21.560 --> 54:22.180]  Like, I...
[54:22.180 --> 54:23.860]  That was the first superhero movie I ever saw.
[54:24.500 --> 54:24.900]  Really?
[54:25.280 --> 54:25.680]  Yeah.
[54:26.540 --> 54:27.960]  That's such an interesting...
[54:27.960 --> 54:32.200]  I think probably the original Spider-Man for me with Tobey Maguire would have been my first.
[54:32.200 --> 54:32.660]  Oh, yeah.
[54:32.840 --> 54:34.100]  What about you, Eric?
[54:34.600 --> 54:36.500]  What... what about me? The first superhero movie I ever saw?
[54:36.500 --> 54:37.280]  First superhero movie.
[54:37.600 --> 54:38.440]  Oh, man.
[54:38.880 --> 54:40.420]  What... what would it have been?
[54:40.560 --> 54:42.180]  One of the Batman movies, I guess?
[54:42.900 --> 54:43.460]  Because that was...
[54:43.460 --> 54:44.120]  Yeah, that's a good poll.
[54:44.260 --> 54:44.640]  89?
[54:45.460 --> 54:46.640]  Nick says Batman.
[54:49.800 --> 54:51.920]  That was... that was probably 89, right?
[54:52.020 --> 54:52.920]  What was before that?
[54:53.480 --> 54:56.140]  Batman came out on June 19th, 1989.
[54:56.740 --> 55:00.360]  So that was probably... I mean, I was probably three when that...
[55:00.360 --> 55:03.240]  I was three when that came out, so I probably saw it when I was four or five.
[55:03.580 --> 55:05.780]  I... I was in a shooting that night.
[55:06.040 --> 55:06.840]  What the fuck?
[55:06.840 --> 55:07.340]  What the fuck?
[55:07.700 --> 55:10.780]  Yeah, I saw... I saw Batman in high school the night it came out.
[55:10.820 --> 55:13.620]  It was my birthday, so it was very exciting to me because I was a fucking comic book nerd.
[55:13.940 --> 55:15.980]  And Batman, of all things, came out on my birthday.
[55:16.440 --> 55:18.100]  And so I went with my friends to go see Batman.
[55:18.320 --> 55:21.380]  And I believe Boys in the Hood came out at the same time.
[55:21.700 --> 55:26.520]  And while we were in Batman, there was a shooting in the Boys in the Hood movie theater.
[55:27.060 --> 55:27.420]  What?
[55:27.540 --> 55:29.000]  And we didn't have any idea.
[55:29.000 --> 55:32.060]  Came outside after the movie was over, and there were fucking ambulances and cops and stuff.
[55:32.180 --> 55:32.320]  Yeah.
[55:32.540 --> 55:35.380]  Had no idea it happened while we were in the theater.
[55:36.220 --> 55:40.200]  I was watching a... like, it just fed to me on TikTok recently.
[55:40.320 --> 55:41.420]  I thought this was so funny.
[55:41.780 --> 55:45.440]  This guy... he grew up... this part isn't the funny part.
[55:45.500 --> 55:46.340]  He grew up in a cult.
[55:46.920 --> 55:49.900]  His dad was, like, an extremist cult guy.
[55:50.100 --> 55:55.740]  And so he just wasn't exposed to, like, modern media as a kid growing up.
[55:55.740 --> 55:59.260]  And he eventually escaped it, from what I gathered from this clip.
[55:59.420 --> 56:03.580]  And he was riding a bike, and he saw an arcade through a window.
[56:04.460 --> 56:08.580]  And he wanted to, like, play the games or interact with the arcade.
[56:08.740 --> 56:11.020]  So he went up, and they said that he needed a ticket.
[56:11.260 --> 56:14.720]  And he got a ticket, but he didn't really understand what it was for.
[56:15.340 --> 56:18.560]  And then he went into the arcade, and then he decided to, like,
[56:18.640 --> 56:20.620]  pursue what the ticket thing was that he bought.
[56:20.780 --> 56:22.340]  And he had never been in a movie theater.
[56:22.440 --> 56:24.360]  He had no concept of what a movie was.
[56:24.360 --> 56:28.160]  And he sat in, and he was like, I was gonna shit myself.
[56:28.260 --> 56:31.160]  Like, everything was so loud. The screen was so big.
[56:31.380 --> 56:34.320]  I was overwhelmed. It changed my life.
[56:34.600 --> 56:37.660]  And the movie he watched was Head of State with Chris Rock.
[56:37.780 --> 56:39.540]  And that's so fucking funny to me.
[56:39.540 --> 56:43.620]  That his introduction to cinema was Head of State.
[56:43.820 --> 56:47.520]  And that it is, like, one of the most emotional moments of his life
[56:47.520 --> 56:52.440]  is watching this film that is such a throwaway for 99% of the population.
[56:52.440 --> 56:54.280]  Did that make it into our state's draft?
[56:55.380 --> 56:56.840]  I don't think so.
[56:56.940 --> 56:57.820]  It should have.
[56:58.820 --> 57:03.280]  What do you think is the worst first movie for a person to see?
[57:03.980 --> 57:05.120]  Of all movies?
[57:05.420 --> 57:05.700]  Yeah.
[57:06.600 --> 57:07.800]  I feel like...
[57:08.320 --> 57:09.320]  Human Centipede, right?
[57:10.100 --> 57:14.160]  That's a bad one. I was going to say Requiem for a Dream.
[57:14.460 --> 57:15.540]  Oh, that's a bad one.
[57:15.980 --> 57:16.520]  That movie fucked me up.
[57:16.640 --> 57:20.060]  Why does anyone watch any of these? Why do they make these?
[57:21.860 --> 57:22.940]  These suck.
[57:24.400 --> 57:24.960]  Um...
[57:24.960 --> 57:25.960]  Meet the Spartans.
[57:26.080 --> 57:27.340]  Yeah, I think that might be...
[57:28.080 --> 57:30.180]  Oh, that is a good...
[57:30.180 --> 57:33.620]  You would have no idea what anything is.
[57:34.280 --> 57:37.360]  That would be the most confusing fucking movie for you?
[57:37.520 --> 57:39.700]  Oh my god, that's a great answer.
[57:39.880 --> 57:42.700]  Just a bunch of clips of people saying shit that doesn't land.
[57:45.300 --> 57:46.780]  Oh, hey, uh...
[57:48.180 --> 57:50.720]  Andrew, I'm going to assume you're the only one that watched it,
[57:50.820 --> 57:52.300]  but did you watch Survivor last night?
[57:52.580 --> 57:55.720]  No, I haven't been able to. I try to watch those with my mom,
[57:55.980 --> 57:57.680]  and so I'm not going to be able to do that until Friday.
[57:58.280 --> 57:58.500]  So...
[57:58.500 --> 57:59.120]  Oh, okay.
[58:00.600 --> 58:01.400]  Well, uh...
[58:01.400 --> 58:02.160]  Nevermind then.
[58:03.100 --> 58:05.800]  Is it good? I'm really excited to watch it, I just haven't seen it yet.
[58:06.140 --> 58:08.520]  Uh, I will say this is the first...
[58:08.520 --> 58:11.680]  Usually you don't hate people until like episode three.
[58:11.880 --> 58:12.460]  Oh no.
[58:13.260 --> 58:16.760]  There's like three or four people on this season that I fucking can't stand.
[58:16.780 --> 58:17.380]  Already.
[58:18.260 --> 58:18.700]  And uh...
[58:18.700 --> 58:19.940]  Too many for one season.
[58:20.360 --> 58:21.800]  This is easily...
[58:21.800 --> 58:23.980]  No, it's good because you're immediately invested.
[58:24.380 --> 58:24.580]  Right?
[58:24.760 --> 58:27.220]  Like I want to see these people get voted out so badly.
[58:27.420 --> 58:28.140]  I'm more...
[58:28.140 --> 58:31.360]  Because usually the first two episodes of Survivor are feel-out episodes
[58:31.360 --> 58:34.400]  where you're just kind of getting the hang of the tribes and the dynamics,
[58:34.600 --> 58:36.680]  and it's nice to have a villain.
[58:36.880 --> 58:40.080]  And they're not even villains, just have a fucking unlikable person pretty quickly.
[58:40.680 --> 58:45.140]  Um, I have to say this is easily the wimpiest cast I've...
[58:45.140 --> 58:46.360]  in the history of Survivor.
[58:47.400 --> 58:48.860]  I'm so excited to watch it.
[58:48.900 --> 58:51.060]  They're just like, uh, it's hot.
[58:51.580 --> 58:52.380]  There's bugs.
[58:52.980 --> 58:53.780]  I'm uncomfortable.
[58:54.540 --> 58:56.120]  The ground is scratchy.
[58:56.500 --> 58:57.500]  I don't want to do this.
[58:57.560 --> 58:58.160]  That's heavy.
[58:58.380 --> 58:59.220]  That looks hard.
[58:59.340 --> 59:00.180]  I need to sit down.
[59:00.520 --> 59:01.380]  I gotta take a break.
[59:01.480 --> 59:02.500]  This isn't good for me.
[59:02.900 --> 59:04.080]  At night the monkeys come out.
[59:04.520 --> 59:05.900]  Yeah, at night the monkeys come out.
[59:06.000 --> 59:06.760]  It's fucking wild.
[59:08.880 --> 59:09.740]  I'm so excited.
[59:10.080 --> 59:13.740]  I've been meaning to tell you because you recommended that show The Traitors, right?
[59:13.980 --> 59:14.540]  I think you told us...
[59:14.540 --> 59:15.140]  Traitors, yeah.
[59:15.300 --> 59:15.980]  I fucking loved it.
[59:15.980 --> 59:17.720]  I've seen every season from every country.
[59:18.080 --> 59:19.280]  Yeah, I need to watch...
[59:19.280 --> 59:20.040]  I'm gonna watch it now.
[59:20.120 --> 59:24.440]  Did you see that, uh, they announced some of the cast for season two of The U.S. Traitors?
[59:24.720 --> 59:24.960]  No.
[59:25.360 --> 59:28.780]  Boston Rob is gonna be on it with Sandra and Poverty.
[59:29.240 --> 59:30.300]  That'll be awesome.
[59:30.840 --> 59:32.120]  Yeah, I think that'll be a really fun season.
[59:32.280 --> 59:36.660]  So I've been trying to start that because I remember how much you enjoyed it and recommended it.
[59:37.260 --> 59:43.420]  I think there was a, uh, there was a season of Australia Survivor that, um, that had Sandra on it.
[59:43.420 --> 59:47.920]  It was either, like, a Survivor Australia, like, an all-stars thing where Sandra went on it or
[59:47.920 --> 59:50.780]  some sort of a cross, like, some sort of a...
[59:50.780 --> 59:53.280]  You know how they challenged, like, the world season or whatever?
[59:53.580 --> 59:55.580]  Which I never saw past the U.S. version.
[59:55.680 --> 59:56.580]  I don't know how that turned out.
[59:56.900 --> 59:58.240]  But it might have been something like that.
[59:58.280 --> 01:00:01.460]  But I remember seeing that she was coming back to Survivor one more time.
[01:00:01.460 --> 01:00:03.340]  But it was, uh, in Australia.
[01:00:03.480 --> 01:00:03.860]  I know.
[01:00:04.120 --> 01:00:07.580]  I know Russell Hantz did that and was immediately voted out first once again.
[01:00:08.200 --> 01:00:08.940]  Which is great.
[01:00:09.380 --> 01:00:09.940]  Fuck that guy.
[01:00:11.260 --> 01:00:14.180]  Maybe the most insulting comparable anyone's ever made with me.
[01:00:14.320 --> 01:00:15.720]  You, Geoff, calling me Russell Hantz.
[01:00:15.880 --> 01:00:17.040]  I still think it...
[01:00:17.040 --> 01:00:18.100]  I still think it stands.
[01:00:18.780 --> 01:00:19.080]  No!
[01:00:20.140 --> 01:00:21.180]  Does not stand.
[01:00:23.280 --> 01:00:24.620]  Hey, let me ask you guys a question.
[01:00:25.220 --> 01:00:25.500]  Okay.
[01:00:26.480 --> 01:00:30.540]  You know how, like, at some point, sometimes throughout the course of your day,
[01:00:30.960 --> 01:00:36.980]  it's appropriate to hum or you, like, sing a little bit for some reason, you know?
[01:00:37.180 --> 01:00:39.840]  I'm gonna say yes, but I don't know if Gavin agrees based
[01:00:39.840 --> 01:00:41.260]  off of recent...
[01:00:41.260 --> 01:00:43.920]  You just don't ever catch yourself humming or, like...
[01:00:43.920 --> 01:00:49.100]  I just wonder, like, what is your go-to song when you, like, sing a song in your head
[01:00:49.100 --> 01:00:52.200]  or you think music and then you, like, catch yourself humming a song?
[01:00:52.500 --> 01:00:57.040]  I imagine this can't happen for Gavin because it would require some sort of an internal dialogue.
[01:00:57.060 --> 01:00:57.840]  No, I do have it.
[01:00:57.860 --> 01:01:01.180]  It just doesn't come out of my mouth, but it is playing in my head.
[01:01:01.580 --> 01:01:02.840]  Yeah, it doesn't have to come out of your mouth.
[01:01:02.900 --> 01:01:03.500]  It just plays in your...
[01:01:03.500 --> 01:01:04.680]  Playing in your head is just as good.
[01:01:05.160 --> 01:01:08.040]  I'm actually, uh, tormented by something, but we'll get to that.
[01:01:08.140 --> 01:01:09.360]  That's what I want to know.
[01:01:09.360 --> 01:01:10.780]  I think you're about to tell us.
[01:01:11.000 --> 01:01:14.520]  I want to know, like, what's the first song that comes to your mind when you think music
[01:01:14.520 --> 01:01:17.000]  or hum to myself while I'm washing the dishes or whatever?
[01:01:17.200 --> 01:01:18.020]  Do you have a go-to?
[01:01:18.860 --> 01:01:27.040]  Mine is a song called Swoon by the Chemical Brothers, and I worked on a music video for it.
[01:01:27.700 --> 01:01:33.300]  And over the course of five days, I probably heard that song 800 times.
[01:01:33.540 --> 01:01:37.200]  And since that day, when there's no song playing in my head,
[01:01:37.680 --> 01:01:39.540]  it's Swoon by the Chemical Brothers.
[01:01:39.900 --> 01:01:42.040]  And the song is basically like a siren.
[01:01:42.400 --> 01:01:44.880]  It just is an endless loop of...
[01:01:45.560 --> 01:01:46.780]  I don't know how to...
[01:01:46.780 --> 01:01:47.940]  It's... what was that?
[01:01:48.000 --> 01:01:50.000]  Maybe 14 years ago at this point?
[01:01:50.140 --> 01:01:51.640]  I don't know how to get it out.
[01:01:52.340 --> 01:01:53.840]  I just listen to some of it.
[01:01:54.000 --> 01:01:58.060]  This would be, uh, this would make me, I think, go insane.
[01:01:58.300 --> 01:02:01.240]  Yeah, it's like seven minutes of...
[01:02:02.940 --> 01:02:04.100]  Oh my god.
[01:02:07.060 --> 01:02:10.500]  And I don't mind, you know, I didn't mind the Chemical Brothers before that.
[01:02:11.360 --> 01:02:14.520]  You've kind of caused this problem for me, Geoff, where you talked about recently,
[01:02:14.920 --> 01:02:18.820]  maybe us doing a supplemental content of like the songs we hate the most.
[01:02:19.340 --> 01:02:19.460]  Yeah.
[01:02:19.500 --> 01:02:21.840]  And I don't really feel super strongly about music,
[01:02:21.960 --> 01:02:25.740]  so it's having to really think about like, what are truly the songs I hate?
[01:02:26.100 --> 01:02:30.740]  And I remembered one, and it has now kind of been stuck in my head since it happened,
[01:02:30.740 --> 01:02:32.360]  and it has caused me so much pain.
[01:02:33.000 --> 01:02:35.740]  I won't say what it is, but it has been on loop,
[01:02:35.860 --> 01:02:38.880]  and when we get to that content, I will share which one it was.
[01:02:39.420 --> 01:02:40.320]  I have a line from it.
[01:02:40.420 --> 01:02:44.420]  But that, on a positive side, Cupid's Chokehold in my head quite a bit.
[01:02:44.680 --> 01:02:46.640]  That just will randomly pop up constantly.
[01:02:47.300 --> 01:02:48.760]  Cupid's Chokehold, I don't know what that is.
[01:02:48.760 --> 01:02:51.900]  It's a Gym Class Heroes song from like 2007.
[01:02:52.540 --> 01:02:53.740]  Oh, the Super Tramp song?
[01:02:54.220 --> 01:02:55.580]  Yeah, the Super Tramp song.
[01:02:56.080 --> 01:02:57.180]  Take a look at my girlfriend.
[01:02:57.880 --> 01:02:59.940]  Yeah, well, not that part, but yeah, that song.
[01:03:00.440 --> 01:03:02.280]  That's... what a crazy... to have...
[01:03:03.440 --> 01:03:05.220]  Like, I don't even know, you call that like a cover?
[01:03:05.380 --> 01:03:06.540]  Like, what would you call that, Gavin?
[01:03:06.800 --> 01:03:08.060]  Like, a...
[01:03:08.060 --> 01:03:09.560]  It's just a Super Tramp song.
[01:03:10.600 --> 01:03:11.840]  It's like barely changed.
[01:03:12.240 --> 01:03:13.400]  That's so weird.
[01:03:14.360 --> 01:03:15.720]  What a strange pick.
[01:03:16.320 --> 01:03:18.040]  Oh, it's a big song at the Redditch.
[01:03:18.360 --> 01:03:20.000]  Yeah, would you say it's a sample, or would you...
[01:03:20.000 --> 01:03:20.460]  Like, what is that?
[01:03:20.520 --> 01:03:21.260]  Like a re... I don't know.
[01:03:21.860 --> 01:03:22.400]  I guess?
[01:03:23.060 --> 01:03:23.920]  I mean, it's most...
[01:03:23.920 --> 01:03:27.480]  It's just the hook from the song, and then other stuff, and it's like, yeah, right?
[01:03:27.500 --> 01:03:29.860]  Like a reimagining, a reinterpretation of it.
[01:03:30.220 --> 01:03:30.580]  Yeah.
[01:03:32.980 --> 01:03:34.300]  For me, it's most...
[01:03:34.300 --> 01:03:37.660]  It's mostly Still Tippin' by Mike Jones.
[01:03:38.880 --> 01:03:39.700]  That's a good one, too.
[01:03:39.920 --> 01:03:41.300]  But that changes a lot.
[01:03:41.720 --> 01:03:45.680]  Like, it's, you know, sort of whatever is in my...
[01:03:45.680 --> 01:03:50.100]  Like, I'm sure, Geoff, with you, do you have one song that you go to,
[01:03:50.160 --> 01:03:51.140]  or is it like a bunch of di...
[01:03:51.140 --> 01:03:52.560]  Like, I heard this recently.
[01:03:52.780 --> 01:03:56.840]  No, it is for me, and I'm trying to figure out how long it's been my song,
[01:03:56.900 --> 01:03:57.440]  because I didn't...
[01:03:57.440 --> 01:03:58.400]  Mike Jones.
[01:03:58.400 --> 01:03:59.620]  I listened to...
[01:04:00.420 --> 01:04:01.380]  I listened to...
[01:04:02.720 --> 01:04:04.980]  I watched Dallas every day of my life, right?
[01:04:05.040 --> 01:04:07.560]  And I was thinking about how iconic the Dallas theme song is.
[01:04:07.780 --> 01:04:10.800]  And so I was thinking to myself,
[01:04:11.020 --> 01:04:11.980]  I should try to make that...
[01:04:12.580 --> 01:04:14.660]  I should just try to start humming that song all the time,
[01:04:14.740 --> 01:04:15.820]  because I'm always thinking...
[01:04:15.820 --> 01:04:20.020]  But, and every time I start to do it, it morphs into the A-Team theme song.
[01:04:20.100 --> 01:04:23.160]  And I realized that whenever I hum or think of music in my head,
[01:04:23.180 --> 01:04:25.440]  it's always the A-Team theme song.
[01:04:25.860 --> 01:04:26.740]  100% of the time.
[01:04:26.760 --> 01:04:27.700]  My entire life.
[01:04:28.780 --> 01:04:31.500]  And I'm wondering, has it been that way since I was a child?
[01:04:32.100 --> 01:04:33.220]  Or is that recent?
[01:04:33.340 --> 01:04:34.140]  I think it's been forever.
[01:04:34.300 --> 01:04:36.480]  And I think I was even talking about it with you recently, Eric.
[01:04:36.760 --> 01:04:37.060]  Maybe.
[01:04:37.660 --> 01:04:39.300]  Did we talk about the A-Team song together recently?
[01:04:40.100 --> 01:04:41.740]  It might have been a different Eric.
[01:04:42.040 --> 01:04:43.380]  But yeah, I don't know. I don't know why.
[01:04:43.460 --> 01:04:44.280]  But it's the fucking...
[01:04:44.280 --> 01:04:46.110]  Anytime I think of music in my head, I go...
[01:04:49.650 --> 01:04:50.510]  It's a great one.
[01:04:51.470 --> 01:04:53.290]  And that's like, I guess that's like...
[01:04:53.950 --> 01:04:57.450]  If you looked up music in the dictionary, in my dictionary,
[01:04:57.650 --> 01:04:59.210]  it would be the A-Team theme song.
[01:05:00.390 --> 01:05:01.470]  Did you ever... What was that?
[01:05:02.030 --> 01:05:04.610]  It was like A-Team theme song mixed with Beastie Boys.
[01:05:04.750 --> 01:05:05.210]  Did you ever hear that?
[01:05:05.550 --> 01:05:07.350]  No. That sounds cool.
[01:05:07.630 --> 01:05:09.550]  Was it like officially by them or like a remix?
[01:05:10.010 --> 01:05:11.550]  Oh, I assume it was someone else made it.
[01:05:11.610 --> 01:05:13.090]  I think someone sent it to me on MSN.
[01:05:13.810 --> 01:05:15.410]  Is it intergalactic?
[01:05:16.090 --> 01:05:16.930]  Oh, probably.
[01:05:20.410 --> 01:05:21.350]  Good guess, Eric.
[01:05:21.350 --> 01:05:21.670]  Yeah, I think it was.
[01:05:21.990 --> 01:05:22.610]  Good guess.
[01:05:22.630 --> 01:05:25.230]  I mean, I'm just thinking like, what's the most annoying Beastie Boys song?
[01:05:29.790 --> 01:05:32.510]  That's a song... Oh, that might be on my list.
[01:05:33.230 --> 01:05:34.170]  Not a big intergalactic fan.
[01:05:34.170 --> 01:05:35.350]  You don't like intergalactic?
[01:05:35.890 --> 01:05:37.390]  I love the Beastie Boys.
[01:05:37.710 --> 01:05:42.690]  That song, I have just heard so many times that if I never, ever, ever, ever, ever,
[01:05:42.690 --> 01:05:44.610]  ever heard it again, that would be just fine.
[01:05:45.050 --> 01:05:45.490]  That's fair.
[01:05:45.490 --> 01:05:48.070]  There's definite songs that get overplayed.
[01:05:48.130 --> 01:05:49.150]  That's definitely one of them.
[01:05:49.510 --> 01:05:51.510]  Yeah, I could see that.
[01:05:51.610 --> 01:05:53.110]  I could support that, actually.
[01:05:53.510 --> 01:05:55.270]  It is definitely not their greatest song.
[01:05:55.390 --> 01:05:58.610]  And it definitely did get rammed down our throats for quite a while.
[01:05:58.850 --> 01:05:59.670]  Yeah, I looked it up.
[01:05:59.730 --> 01:06:00.450]  It is intergalactic.
[01:06:01.150 --> 01:06:01.870]  That's great.
[01:06:02.030 --> 01:06:06.070]  Just, I'm thinking about like, the A-Team is such an annoying song.
[01:06:06.250 --> 01:06:08.290]  What's an annoying song that would go with it?
[01:06:08.330 --> 01:06:09.530]  And it would have to be intergalactic.
[01:06:09.550 --> 01:06:12.690]  I will say, I think combined, they're both less annoying.
[01:06:13.470 --> 01:06:14.270]  That's interesting.
[01:06:15.490 --> 01:06:20.070]  I think they've made it work by combining it with the A-Team.
[01:06:20.630 --> 01:06:21.230]  Oh my god.
[01:06:21.750 --> 01:06:23.050]  We should wrap up.
[01:06:23.170 --> 01:06:24.070]  We gotta do this Tony Hawk thing.
[01:06:24.210 --> 01:06:24.650]  Yeah, yeah, yeah.
[01:06:24.690 --> 01:06:25.290]  Let's, we should.
[01:06:25.550 --> 01:06:27.650]  And I got something to do after this, so I gotta get going.
[01:06:28.050 --> 01:06:29.830]  Nick, how does Madness by Muse go?
[01:06:30.630 --> 01:06:31.570]  Yeah, we're wrapping up.
[01:06:40.490 --> 01:06:45.330]  You know how everybody gets obsessed with talking about who the goat of a
[01:06:45.330 --> 01:06:46.310]  particular sport is?
[01:06:46.470 --> 01:06:47.970]  Like, greatest of all time.
[01:06:48.810 --> 01:06:50.210]  You're wondering, like, what's the best goat?
[01:06:50.770 --> 01:06:52.410]  No, no, although that's interesting.
[01:06:52.750 --> 01:06:55.090]  I assume it would be fainting goats, because they're pretty cute.
[01:06:55.450 --> 01:06:56.450]  It'd be Billy or fainting.
[01:06:56.830 --> 01:06:59.850]  It's between, it's between NBA seasons right now, and so there's always,
[01:07:00.590 --> 01:07:03.270]  sports commentators are always struggling for content, so they always go like,
[01:07:03.310 --> 01:07:07.730]  is it MJ or, you know, Bill Russell or LeBron or whatever?
[01:07:08.090 --> 01:07:11.530]  And I was thinking the other day, what is the woat?
[01:07:11.910 --> 01:07:16.830]  We never talk about, who is the worst professional athlete of all time per sport?
[01:07:17.610 --> 01:07:19.650]  Something to think about as we end this episode.
[01:07:19.830 --> 01:07:22.210]  Maybe we can, yeah, I'll come back with an answer for next time.
[01:07:22.210 --> 01:07:26.390]  Like, I assume, I assume Andrew has a hockey answer, or he will.
[01:07:26.510 --> 01:07:28.510]  I have an MMA answer, actually, immediately.
[01:07:28.970 --> 01:07:29.430]  There you go.
[01:07:29.750 --> 01:07:31.690]  And I've never really thought about it for basketball players,
[01:07:31.730 --> 01:07:33.410]  but I bet you could look it up statistically,
[01:07:33.610 --> 01:07:36.150]  there has to be a worst NBA player of all time.
[01:07:36.290 --> 01:07:38.930]  There has to be a worst English Premier League player of all time.
[01:07:38.930 --> 01:07:42.150]  Yeah, there's gotta be a Premier League player who only ever scored own goals.
[01:07:45.150 --> 01:07:46.730]  There definitely has to be.
[01:07:47.470 --> 01:07:51.890]  Like, the sum total of his or her professional career was a negative to the team.
[01:07:52.470 --> 01:07:53.650]  Yeah, a huge negative.
[01:07:54.550 --> 01:08:00.150]  Anyway, something to think about while you pine away and wait for next week's recording,
[01:08:00.190 --> 01:08:03.730]  when we all get to get back together again and talk about all the things that
[01:08:03.730 --> 01:08:05.750]  make life interesting and make us laugh.
[01:08:05.910 --> 01:08:08.470]  And then we all talk about how funny we all think each other are,
[01:08:08.470 --> 01:08:10.590]  except for Gavin, who's not particularly impressed with any of us.
[01:08:10.990 --> 01:08:13.090]  Thanks for listening to another episode of F*** Face.
[01:08:13.210 --> 01:08:14.030]  We'll see you next time.
[01:08:14.170 --> 01:08:14.850]  Like and subscribe.
[01:08:15.730 --> 01:08:19.730]  Hey guys, Major League Fan Jack here with a look at next week's episode of F*** Face.
[01:08:20.050 --> 01:08:20.710]  Nice voice.
[01:08:21.130 --> 01:08:22.010]  Let's talk poop.
[01:08:22.290 --> 01:08:23.350]  The boys time travel.
[01:08:23.670 --> 01:08:25.090]  What's the best dog in a movie?
[01:08:25.530 --> 01:08:26.550]  Geoff's ghost returns.
[01:08:26.930 --> 01:08:29.090]  And once again, Andrew does not eat the pencil.
[01:08:29.490 --> 01:08:32.110]  All that and more on next week's episode of F*** Face.
