[00:00.000 --> 00:01.720]  Traders last night, wow.
[49:44.540 --> 49:46.280]  What the fuck?
[49:46.280 --> 49:47.220]  Yeah, yeah.
[49:47.380 --> 49:48.220]  What does that do?
[49:48.380 --> 49:48.860]  Fake blood.
[49:49.160 --> 49:52.080]  It just like gives them a little bit of a problem being in public.
[49:53.100 --> 49:57.180]  Gavin's saying he's reinventing the wheel when really he's just reintroducing Moonball.
[49:58.660 --> 49:59.460]  Different language.
[50:00.260 --> 50:01.340]  Ah, we're getting pooped!
[50:01.440 --> 50:02.700]  This level might be crazy.
[50:03.360 --> 50:06.220]  No, I don't want to like blood bomb our office if we get one.
[50:06.820 --> 50:07.860]  I also don't.
[50:09.620 --> 50:11.500]  Oh, well now I kind of want to do a little bit more.
[50:12.280 --> 50:12.980]  Stop pushing me!
[50:18.180 --> 50:19.380]  Should I go on the bottom left?
[50:19.480 --> 50:20.460]  Is that what it wants from me?
[50:21.160 --> 50:21.800]  Oh, I pushed it.
[50:21.880 --> 50:22.820]  That was romantic, Geoff.
[50:22.860 --> 50:24.080]  You and I got pushed into each other.
[50:24.620 --> 50:26.220]  I think I might...
[50:26.220 --> 50:27.160]  Holy shit!
[50:27.260 --> 50:29.220]  I think I might be the bottom.
[50:29.700 --> 50:30.220]  Is that right?
[50:30.740 --> 50:32.080]  Pretty sure I'm right here.
[50:33.020 --> 50:34.200]  Well, who's going to go to the right of you?
[50:34.200 --> 50:35.180]  With a one space?
[50:36.960 --> 50:38.060]  I think he's being...
[50:38.060 --> 50:40.020]  He was being a laid-back genius.
[50:41.860 --> 50:43.180]  I already figured this out.
[50:43.240 --> 50:46.020]  I've seen how long it takes y'all to figure this out because I'm...
[50:46.020 --> 50:48.000]  I'm waiting for everybody else to get into position.
[50:48.000 --> 50:48.720]  So I can...
[50:49.660 --> 50:50.680]  I was going to go there.
[50:50.880 --> 50:51.240]  Is that right?
[50:51.380 --> 50:53.120]  Yeah, hang out there and see how it works.
[50:53.220 --> 50:54.620]  And then Nick can go lock in.
[50:57.900 --> 50:59.140]  You better be fast!
[50:59.320 --> 50:59.680]  It's fun though.
[50:59.780 --> 51:00.200]  There you go.
[51:01.000 --> 51:01.440]  Got it.
[51:01.920 --> 51:02.680]  You got to sit down.
[51:03.200 --> 51:03.940]  Yeah, I'm working on it.
[51:03.960 --> 51:04.380]  There you go.
[51:06.720 --> 51:08.160]  What if this guy will spin me around?
[51:09.680 --> 51:10.080]  There we go.
[51:10.320 --> 51:10.880]  Nice, Geoff!
[51:10.900 --> 51:11.660]  Nick, right there.
[51:12.680 --> 51:12.940]  It's true.
[51:15.060 --> 51:15.780]  Hey, good point.
[51:16.480 --> 51:17.520]  It's 100% true.
[51:22.420 --> 51:25.160]  What are you doing?
[51:29.660 --> 51:31.400]  Oh, it spun me back the wrong way again.
[51:31.880 --> 51:32.680]  That's a problem.
[51:34.200 --> 51:36.320]  Oh, that's the opposite of the way I want to go.
[51:36.680 --> 51:37.760]  What am I going to do?
[51:38.820 --> 51:39.860]  What am I going to do?
[51:39.960 --> 51:40.800]  It keeps spinning me around.
[51:41.080 --> 51:41.740]  I don't know.
[51:42.620 --> 51:43.880]  I'm all out of sorts.
[51:44.480 --> 51:44.680]  No!
[51:45.460 --> 51:47.020]  Nick, why did you stand up?
[51:47.140 --> 51:47.820]  Why'd you come in?
[51:47.940 --> 51:49.900]  I was laughing so hard I touched the button.
[51:49.900 --> 51:50.800]  I can't be done.
[51:51.660 --> 51:52.740]  That's as good as I can get.
[51:53.080 --> 51:54.800]  I don't know if I'm going to be able to do better than that.
[51:54.900 --> 51:55.480]  Oh, push me away.
[51:55.580 --> 51:56.320]  I can't even get...
[51:56.320 --> 51:57.280]  That's even further away.
[51:58.620 --> 52:00.180]  Yeah, there you go.
[52:02.100 --> 52:02.480]  Okay.
[52:02.820 --> 52:03.840]  Now the chat gets it.
[52:03.920 --> 52:06.480]  They're saying, oh, this is a bit.
[52:06.920 --> 52:07.040]  Okay.
[52:07.280 --> 52:08.020]  Now, this is a bit.
[52:08.400 --> 52:11.040]  Before, when I was doing it, I was just having a bit.
[52:12.240 --> 52:15.980]  When I was doing it, I was just suffering from brain damage.
[52:17.560 --> 52:19.260]  Geoff, we're getting the Wii U controller again.
[52:20.660 --> 52:21.140]  All right.
[52:21.140 --> 52:22.060]  We've made progress.
[52:22.260 --> 52:24.640]  Now we just got to spin it back the other way.
[52:24.960 --> 52:26.540]  I'm going to let this guy help me do that.
[52:26.600 --> 52:26.960]  Watch this.
[52:27.020 --> 52:27.900]  He's going to spin it.
[52:28.860 --> 52:29.220]  Boom.
[52:29.400 --> 52:29.980]  Oh, he didn't.
[52:30.140 --> 52:31.100]  He really didn't, though.
[52:31.260 --> 52:31.720]  You're close.
[52:31.920 --> 52:33.020]  I would have thought he had.
[52:33.160 --> 52:34.200]  Push against me.
[52:34.840 --> 52:35.240]  All right.
[52:35.240 --> 52:36.340]  I'm pushing against Andrew.
[52:37.440 --> 52:37.800]  Whoa.
[52:38.060 --> 52:40.060]  Oh, he pushed me out of position.
[52:41.840 --> 52:43.140]  I didn't know you could even do that.
[52:43.180 --> 52:44.460]  What the hell happened?
[52:47.480 --> 52:48.920]  Geoff, for Christ's sake.
[52:48.920 --> 52:50.060]  Could you always do that?
[52:50.100 --> 52:51.020]  That doesn't make any sense.
[52:51.300 --> 52:52.320]  You shifted me.
[52:54.140 --> 52:56.400]  Oh, Andrew's out of position now.
[52:56.460 --> 52:57.140]  I'm sorry.
[52:57.220 --> 52:57.980]  I can't breathe.
[52:58.660 --> 53:00.560]  He just killed us all.
[53:00.960 --> 53:02.380]  Sit the god damn down.
[53:07.320 --> 53:08.660]  Oh, fuck this.
[53:08.760 --> 53:09.420]  I'm going around.
[53:11.200 --> 53:12.360]  He got it.
[53:12.420 --> 53:13.120]  Just get up there.
[53:13.300 --> 53:13.680]  Oh, okay.
[53:13.840 --> 53:14.040]  Nice.
[53:14.080 --> 53:14.220]  Nice.
[53:14.320 --> 53:14.440]  Nice.
[53:16.340 --> 53:18.440]  Oh, how did that happen?
[53:18.920 --> 53:20.980]  Oh, you're back there.
[53:22.420 --> 53:23.380]  Jesus Christ.
[53:24.520 --> 53:25.440]  Holy shit.
[53:25.460 --> 53:26.000]  All right, everyone.
[53:26.240 --> 53:27.000]  Geoff for MVP.
[53:29.140 --> 53:29.960]  Frickin' hell.
[53:33.280 --> 53:35.200]  Yeah, MVP Geoff.
[53:35.900 --> 53:36.880]  Where's my MP5?
[53:39.740 --> 53:41.300]  Oh, god damn.
[53:41.720 --> 53:42.060]  Fuck.
[53:44.100 --> 53:45.660]  Oh, I don't even have 100 coins.
[53:46.000 --> 53:47.120]  Hey, guys, that was...
[53:47.120 --> 53:47.680]  That's a lot of fun.
[53:47.760 --> 53:48.620]  Thanks for letting me play.
[53:50.580 --> 53:52.020]  I had a real good time doing that.
[53:52.060 --> 53:53.520]  We have at least one left.
[53:55.200 --> 53:57.100]  Based on how it went, it might just be one.
[53:58.100 --> 53:59.120]  Oh, give us some quarry.
[54:00.740 --> 54:01.460]  Oh, damn.
[54:02.660 --> 54:06.000]  What do we do in our sub-a-thon where we lock Gavin in a bedroom with Nick?
[54:08.160 --> 54:09.740]  They can finally make their show.
[54:09.880 --> 54:10.580]  Their fabled show.
[54:11.520 --> 54:14.060]  That's the door we don't go in.
[54:15.260 --> 54:16.800]  That's where their show happens.
[54:16.960 --> 54:18.000]  We can't go in there.
[54:18.040 --> 54:18.800]  It's not our show.
[54:18.800 --> 54:23.320]  Yeah, I guess every donation is like a minute that we have to play last over there.
[54:24.780 --> 54:25.500]  Oh, man.
[54:27.760 --> 54:30.380]  Gavin, Nick, and just a room filled with blood bombs.
[54:32.840 --> 54:33.540]  Let's see.
[54:33.740 --> 54:35.880]  How big is the blood bomb allowed to be?
[54:36.500 --> 54:37.700]  It's got to be... it has to be small.
[54:37.780 --> 54:38.780]  It has to be like a water balloon, right?
[54:39.160 --> 54:39.460]  Yeah.
[54:39.560 --> 54:40.060]  Okay, well...
[54:40.860 --> 54:41.840]  I'm the top, I think.
[54:42.840 --> 54:44.500]  Are we not going to get the coins or what?
[54:44.700 --> 54:45.980]  I would love if they got them.
[54:45.980 --> 54:46.440]  Yeah, I can get the coins.
[54:47.000 --> 54:47.520]  I can get the coins.
[54:48.160 --> 54:49.040]  I can't reach.
[54:49.600 --> 54:50.840]  Well, you twatted me there, so...
[54:51.440 --> 54:52.240]  Oh, did I?
[54:54.320 --> 54:55.540]  Hell yeah, tell him, Geoff!
[54:56.880 --> 54:58.020]  Fucking tell him, Geoff!
[54:58.260 --> 54:59.040]  I just did!
[54:59.440 --> 55:00.660]  That's what I'm saying, baby.
[55:00.840 --> 55:02.280]  All right, come over here and grab that one, Gavin.
[55:03.140 --> 55:04.200]  Oh, you pushed me into it.
[55:04.220 --> 55:04.620]  Nice job.
[55:04.800 --> 55:06.120]  All right, so now I'm going to be the top.
[55:06.560 --> 55:06.820]  Okay.
[55:07.060 --> 55:07.600]  Oh, you know what?
[55:07.680 --> 55:10.120]  I'll bet I can get the...
[55:10.120 --> 55:11.280]  Yeah, let's see what you do.
[55:15.220 --> 55:16.400]  I was going to do this.
[55:16.400 --> 55:18.120]  Yeah, there you go.
[55:18.260 --> 55:18.860]  Come on.
[55:18.960 --> 55:19.100]  Okay.
[55:19.840 --> 55:20.240]  Okay.
[55:20.620 --> 55:21.360]  There you go.
[55:22.200 --> 55:22.700]  Come on.
[55:23.120 --> 55:24.280]  Yep, there you go.
[55:24.800 --> 55:27.820]  And then Andrew... or who is that?
[55:28.680 --> 55:29.660]  Gavin, there you go.
[55:30.420 --> 55:30.900]  How am I...
[55:31.720 --> 55:32.600]  Oh, wait.
[55:32.840 --> 55:33.660]  Gavin needs to move.
[55:33.920 --> 55:34.140]  Wait.
[55:34.960 --> 55:35.600]  Am I in the wrong spot?
[55:36.400 --> 55:37.520]  Now you go back.
[55:37.560 --> 55:38.540]  He's got a lot of room for him.
[55:39.360 --> 55:40.580]  And now, Geoff, go up there.
[55:40.680 --> 55:41.780]  All right, I'll do my spot.
[55:42.620 --> 55:43.480]  And then we're good.
[55:43.700 --> 55:45.160]  And I will follow soon.
[55:45.180 --> 55:46.200]  Easy peasy, just like that.
[55:46.200 --> 55:49.360]  And we're getting closer to 5.01 by the minute.
[55:49.780 --> 55:50.080]  Oh my god.
[55:50.180 --> 55:51.580]  Wow, that was way faster than the last one.
[55:51.580 --> 55:52.920]  I want another hockey redemption.
[55:55.360 --> 55:57.140]  Yes, take us back to the hockey land.
[56:00.380 --> 56:02.480]  I want to see what the other level's game is.
[56:02.560 --> 56:03.080]  I have no idea.
[56:03.320 --> 56:04.100]  I've never played that one.
[56:04.620 --> 56:06.000]  I know the easy level is soccer.
[56:09.400 --> 56:10.220]  Second is hockey.
[56:10.560 --> 56:11.180]  I bet it's football.
[56:12.040 --> 56:13.240]  Oh, football would be fun.
[56:13.660 --> 56:14.660]  Football would be fun.
[56:15.460 --> 56:15.900]  Netball.
[56:16.200 --> 56:17.220]  Maybe it'd be UFC.
[56:17.560 --> 56:18.240]  That'd be cool.
[56:18.380 --> 56:19.560]  Yeah, yeah, yeah, I think it'd be UFC.
[56:21.020 --> 56:24.080]  What was hidden in this game was the best UFC game that was ever made.
[56:24.340 --> 56:25.000]  Oh, man.
[56:25.000 --> 56:27.000]  Do you have to fight, but it's to this music?
[56:27.820 --> 56:28.840]  Oh, Chatty Best Friend.
[56:29.940 --> 56:33.180]  I think games should be buried in other games a lot more.
[56:33.920 --> 56:34.560]  I agree.
[56:35.860 --> 56:39.420]  Like Crash Bandicoot in What's It Called 4.
[56:39.720 --> 56:40.360]  Yeah, exactly.
[56:40.500 --> 56:42.080]  Just like Crash Bandicoot in What's It Called 4.
[56:42.760 --> 56:43.020]  Yeah.
[56:44.340 --> 56:44.840]  Tomb Raider.
[56:44.960 --> 56:45.480]  No, the other one.
[56:46.600 --> 56:47.320]  Indiana Jones.
[56:47.320 --> 56:47.780]  The other one.
[56:47.940 --> 56:48.520]  Uncharted 4.
[56:48.760 --> 56:49.720]  Indiana Jones.
[56:49.980 --> 56:51.620]  What, you can play all of Crash Bandicoot in it?
[56:52.140 --> 56:52.800]  I got no shades.
[56:54.380 --> 56:58.260]  Just like you can play games in GTA if you go to the bowling alley, right?
[57:02.210 --> 57:04.350]  Gears of War had one of those in Gears 3, I think.
[57:06.010 --> 57:07.250]  Like a chicken game you could play.
[57:08.390 --> 57:14.210]  I think you could play through all of the original Wolfenstein in the new Wolfenstein.
[57:14.470 --> 57:15.270]  Yeah, yeah.
[57:15.270 --> 57:17.970]  I'm more of a Crash Team Racing guy, but that's just me, you know?
[57:19.350 --> 57:26.030]  I heard there's the new box set that's going to be coming out from Rooster Teeth.
[57:26.290 --> 57:30.650]  It's going to have an easter egg track on it that has every video ever made by Rooster Teeth on it.
[57:30.790 --> 57:31.150]  Wow.
[57:31.630 --> 57:34.170]  Yeah, so you can get that and then you'll be able to see the entire collection.
[57:35.130 --> 57:36.390]  It'll be at 24p.
[57:43.040 --> 57:43.940]  There you go.
[57:44.120 --> 57:44.720]  I mean, I'm no.
[57:47.380 --> 57:49.860]  I'm no detective, but I mean, it feels right.
[57:54.000 --> 57:56.080]  All right, Geoff, where do you think you lock in here?
[57:56.280 --> 57:58.440]  Oh, it looks like it's just down to old Geoff here.
[57:59.600 --> 58:00.680]  Probably go right there.
[58:00.900 --> 58:01.420]  Does that look good?
[58:01.600 --> 58:02.440]  I think that's it.
[58:06.740 --> 58:08.200]  Well, that's not going to work.
[58:08.720 --> 58:09.080]  Nope.
[58:09.320 --> 58:09.540]  Nope.
[58:09.540 --> 58:10.060]  That is wrong.
[58:10.160 --> 58:10.580]  You're close.
[58:10.760 --> 58:12.780]  So I think you need to go where I was.
[58:14.220 --> 58:14.520]  What do you?
[58:15.220 --> 58:16.020]  I think he was.
[58:16.020 --> 58:17.240]  I think he was fine.
[58:17.320 --> 58:17.900]  He just had to.
[58:18.580 --> 58:18.640]  Okay.
[58:18.960 --> 58:19.460]  Turning up.
[58:19.500 --> 58:20.900]  So turning around wouldn't have done it for me.
[58:21.540 --> 58:24.260]  Right, because he's only got the thing in one spot.
[58:24.420 --> 58:25.000]  Yeah, it'd be off.
[58:25.560 --> 58:26.260]  Oh, I see.
[58:26.960 --> 58:27.220]  Yeah.
[58:28.740 --> 58:30.340]  Where are you going, Andrew?
[58:30.360 --> 58:31.040]  I don't know.
[58:32.600 --> 58:33.560]  Then why did you?
[58:33.660 --> 58:34.840]  Then why did you kick me off?
[58:35.140 --> 58:36.440]  Then why did you kick me off?
[58:37.260 --> 58:38.380]  It kicked you off.
[58:38.660 --> 58:39.920]  And it kicked me in the air.
[58:40.020 --> 58:42.540]  And I tried to move for some reason.
[58:43.380 --> 58:44.280]  Oh, you go.
[58:44.420 --> 58:44.900]  You go there.
[58:44.980 --> 58:45.420]  Yeah, that's it.
[58:45.440 --> 58:45.900]  No, no, no, no.
[58:45.900 --> 58:48.680]  I know, I know, I know, I know, I know, I know.
[58:48.900 --> 58:49.200]  He knows.
[58:49.760 --> 58:50.400]  He knows.
[58:50.880 --> 58:52.140]  What do you, what do you, what do you?
[58:53.300 --> 58:54.440]  I was just trying to turn around.
[58:54.780 --> 58:55.640]  Why did you do that?
[58:56.940 --> 58:58.060]  Geoff and I are just asleep.
[58:58.200 --> 58:59.260]  We don't care about what's going on.
[58:59.260 --> 59:01.980]  Because I need to go like nightly anti-clockwise.
[59:03.040 --> 59:03.940]  Okay, why didn't you wait until yesterday?
[59:04.980 --> 59:05.800]  I'm against it.
[59:06.240 --> 59:07.260]  I can't stand that.
[59:07.320 --> 59:07.920]  I don't like it.
[59:08.060 --> 59:10.560]  Geoff, do you typically feel pro or anti-clockwise?
[59:10.720 --> 59:11.680]  I'm anti-clockwise.
[59:12.280 --> 59:13.260]  I'm on record.
[59:14.020 --> 59:15.540]  I went to a protest.
[59:15.960 --> 59:16.620]  There you go.
[59:17.260 --> 59:19.120]  That's what you're talking about.
[59:20.260 --> 59:24.560]  Well, if you kept touching me, I'm talking about that anti-clockwise scene.
[59:24.740 --> 59:25.040]  Easy.
[59:25.640 --> 59:28.600]  A lot of people, especially around the south, are pro-clockwise.
[59:29.180 --> 59:31.140]  And I'm sorry, but I just can't get on board with that.
[59:31.240 --> 59:32.660]  That's just not how I was raised.
[59:32.840 --> 59:35.900]  It's not the values my mom instilled in me.
[59:36.240 --> 59:36.960]  Here's the thing.
[59:37.060 --> 59:38.940]  Honestly, a guy like me, I'm pro-clockwise.
[59:39.980 --> 59:40.860]  Are you fucking serious?
[59:40.860 --> 59:41.600]  Yeah, man.
[59:41.620 --> 59:43.240]  I'm just saying, you know, that's something about me.
[59:43.240 --> 59:45.620]  I wish I'd have known this before we started a fucking company together.
[59:48.760 --> 59:49.940]  Did you go to a protest?
[59:50.080 --> 59:51.100]  I went to an anti-test.
[59:51.940 --> 59:52.300]  Fuck.
[59:53.300 --> 59:53.660]  Wow.
[59:54.980 --> 59:55.280]  Counter?
[59:59.760 --> 01:00:00.120]  What?
[01:00:08.940 --> 01:00:10.680]  My kitchen counter doesn't even rotate.
[01:00:20.540 --> 01:00:24.640]  This is a stupid company.
[01:00:24.900 --> 01:00:30.500]  This is the first company to be officially recognized by two country governments.
[01:00:31.040 --> 01:00:33.300]  Hey, Delta Chang is right.
[01:00:33.380 --> 01:00:34.940]  You guys are anti-fessionals.
[01:00:36.440 --> 01:00:37.160]  Shit.
[01:00:38.460 --> 01:00:40.660]  No, no, we're counter-fessional.
[01:00:40.900 --> 01:00:41.640]  Everybody knows that.
[01:00:41.860 --> 01:00:43.120]  Counter-fessionals.
[01:00:45.440 --> 01:00:47.120]  All right, y'all lunatics, get out of the way.
[01:00:50.820 --> 01:00:53.180]  We are 30 seconds away.
[01:00:53.300 --> 01:00:56.580]  30 seconds away from the best time of the week.
[01:00:56.820 --> 01:00:58.240]  It's five o'clock right now.
[01:00:58.340 --> 01:01:01.760]  We are so close to 5.01.
[01:01:02.020 --> 01:01:04.460]  Get ready to lock in for the best time of the week.
[01:01:05.080 --> 01:01:08.200]  Geoff is locked in at the top with his sunglasses and he's ready to go.
[01:01:08.980 --> 01:01:09.420]  No.
[01:01:11.280 --> 01:01:12.940]  It was, it was...
[01:01:12.940 --> 01:01:13.980]  Andrew, what are you...
[01:01:15.040 --> 01:01:16.160]  I'm just giving you some hugs.
[01:01:16.300 --> 01:01:16.900]  I'm giving you some hugs.
[01:01:17.320 --> 01:01:18.300]  I appreciate it.
[01:01:18.440 --> 01:01:19.680]  Giving him a hug.
[01:01:20.060 --> 01:01:21.660]  I'm getting a little spoon from every direction.
[01:01:22.160 --> 01:01:24.340]  Right at 5.01.
[01:01:25.060 --> 01:01:26.780]  The best time of the week, guys.
[01:01:26.980 --> 01:01:28.260]  Welcome to the best time of the week.
[01:01:28.440 --> 01:01:28.660]  Thank you.
[01:01:29.220 --> 01:01:30.080]  What do you think you're doing, Andrew?
[01:01:30.240 --> 01:01:31.880]  Could you do a little spoon spit roast?
[01:01:39.300 --> 01:01:40.160]  It's making new shape.
[01:01:40.300 --> 01:01:42.260]  What the goddamn are you idiots on the wrong ones for?
[01:01:47.490 --> 01:01:49.510]  You're the goddamn opposite of each other.
[01:01:49.510 --> 01:01:51.130]  Ah, you're spitting at me.
[01:01:53.250 --> 01:01:55.070]  I'm gonna piss my pants, dude.
[01:01:56.610 --> 01:01:59.210]  Stop spitting at me, you fucking moron.
[01:02:00.950 --> 01:02:02.810]  That's not, we're in the wrong place.
[01:02:02.890 --> 01:02:03.230]  You know what?
[01:02:03.510 --> 01:02:04.810]  You know this can't work, right?
[01:02:05.630 --> 01:02:08.290]  No, you fool.
[01:02:08.650 --> 01:02:10.710]  They're the same direction.
[01:02:10.890 --> 01:02:11.890]  Their shape's the same.
[01:02:11.890 --> 01:02:12.950]  Yes, Mrs.
[01:02:13.190 --> 01:02:14.390]  Pete has done it wrong.
[01:02:15.110 --> 01:02:16.550]  Wait, how is their direction?
[01:02:16.630 --> 01:02:17.590]  How is theirs different?
[01:02:20.890 --> 01:02:22.010]  Is it really wrong?
[01:02:24.810 --> 01:02:25.430]  Oh, shit.
[01:02:25.790 --> 01:02:27.010]  Are you sure?
[01:02:28.390 --> 01:02:29.810]  They're the opposite of each other.
[01:02:29.890 --> 01:02:30.870]  I don't know what you're talking about.
[01:02:32.890 --> 01:02:34.310]  They're not the same piece.
[01:02:36.090 --> 01:02:37.150]  All right, let's go back.
[01:02:37.650 --> 01:02:39.250]  All right, let's go back.
[01:02:41.210 --> 01:02:43.130]  Get in place, little assholes.
[01:02:44.810 --> 01:02:47.450]  5.02, the best time of the week.
[01:02:47.630 --> 01:02:48.710]  All right, good luck, guys.
[01:02:48.790 --> 01:02:49.370]  Figure it out.
[01:02:50.870 --> 01:02:51.870]  I see what you're saying.
[01:02:52.030 --> 01:02:53.250]  Like, because the piece that...
[01:02:53.250 --> 01:02:54.330]  Right, because it doesn't...
[01:02:54.330 --> 01:02:55.730]  The piece that's down is the same piece.
[01:02:55.730 --> 01:02:56.590]  No, no, Gavin's got it.
[01:02:56.710 --> 01:02:57.330]  Gavin's got it.
[01:02:57.370 --> 01:02:58.770]  He's just gonna tell you where to go.
[01:02:59.050 --> 01:02:59.510]  Gavin's got it, guys.
[01:02:59.650 --> 01:03:00.530]  Gavin's locked in.
[01:03:01.190 --> 01:03:01.950]  Gavin's locked in.
[01:03:01.990 --> 01:03:03.710]  I don't know what your problem is, guys.
[01:03:05.110 --> 01:03:06.950]  All right, guys, we got two and a half minutes
[01:03:06.950 --> 01:03:08.050]  to tell them how to do it.
[01:03:09.370 --> 01:03:10.070]  So, if I'm...
[01:03:13.270 --> 01:03:16.890]  So, if I'm...
[01:03:21.690 --> 01:03:23.070]  Oh, why don't you go down there?
[01:03:23.430 --> 01:03:25.690]  Why is Geoff in that spot?
[01:03:26.190 --> 01:03:27.990]  I'm just not trying to...
[01:03:27.990 --> 01:03:28.970]  So, should I be...
[01:03:29.930 --> 01:03:32.530]  I think I need to be on the left side.
[01:03:32.610 --> 01:03:33.430]  I need to be on the left side.
[01:03:34.170 --> 01:03:35.450]  It's the only spot that works.
[01:03:36.050 --> 01:03:37.070]  Yeah, there you go.
[01:03:39.070 --> 01:03:39.790]  Oh, God.
[01:03:40.810 --> 01:03:40.870]  Oh.
[01:03:45.550 --> 01:03:46.670]  Five out of three.
[01:03:46.790 --> 01:03:48.450]  The best time of the week, guys.
[01:03:53.820 --> 01:03:54.660]  Make sure that...
[01:03:54.660 --> 01:03:55.700]  Geoff can't get through us now.
[01:03:55.920 --> 01:03:57.440]  Geoff has to go in there.
[01:03:57.800 --> 01:03:59.340]  It's fucking yellow down there.
[01:03:59.880 --> 01:04:00.600]  I'm trying.
[01:04:01.480 --> 01:04:03.580]  Gavin, move for you to come back up, Geoff.
[01:04:03.960 --> 01:04:04.300]  Shut up.
[01:04:06.040 --> 01:04:06.960]  Oh, I'm twatted.
[01:04:08.220 --> 01:04:09.020]  Aren't we all?
[01:04:09.460 --> 01:04:10.560]  Now, where are you going?
[01:04:10.800 --> 01:04:11.940]  What are you doing?
[01:04:12.560 --> 01:04:13.900]  I think I need to go...
[01:04:13.900 --> 01:04:14.700]  Oops, I think I...
[01:04:14.700 --> 01:04:16.580]  Guys, we have a minute 20 left.
[01:04:16.760 --> 01:04:17.660]  I think I need to go here.
[01:04:17.960 --> 01:04:18.540]  Are we gonna...
[01:04:18.540 --> 01:04:19.160]  Is this gonna be a failure?
[01:04:19.240 --> 01:04:20.760]  Yes, yes, yes.
[01:04:21.220 --> 01:04:21.720]  Yes.
[01:04:22.940 --> 01:04:23.460]  So...
[01:04:24.340 --> 01:04:26.140]  Gavin wasn't right originally, chat.
[01:04:26.460 --> 01:04:28.380]  What a way to end it.
[01:04:28.460 --> 01:04:29.220]  We've done it.
[01:04:29.540 --> 01:04:29.600]  It was close.
[01:04:31.960 --> 01:04:33.000]  Easy peasy.
[01:04:33.700 --> 01:04:35.000]  Boys, we did it.
[01:04:35.660 --> 01:04:37.540]  Thank you guys so much for watching.
[01:04:37.800 --> 01:04:39.640]  We appreciate you so much.
[01:04:40.500 --> 01:04:41.720]  That was a lot of fun.
[01:04:41.720 --> 01:04:43.540]  That was a good, uh...
[01:04:43.540 --> 01:04:45.040]  The first way also would have worked.
[01:04:45.160 --> 01:04:45.600]  Is that true?
[01:04:46.520 --> 01:04:47.320]  No, it wasn't.
[01:04:47.640 --> 01:04:48.300]  No, absolutely not.
[01:04:48.960 --> 01:04:49.900]  Well, I'll take that with, uh...
[01:04:49.900 --> 01:04:51.280]  You stared at it.
[01:04:59.050 --> 01:05:00.390]  And please end this.
[01:05:00.470 --> 01:05:01.030]  You just end it.
[01:05:01.170 --> 01:05:01.510]  You end it.
[01:05:01.690 --> 01:05:02.470]  Okay, all right.
[01:05:02.530 --> 01:05:02.590]  Bye.
[01:05:04.770 --> 01:05:05.850]  Thanks for watching.
[01:05:06.030 --> 01:05:06.870]  What a great stream.
[01:05:06.870 --> 01:05:07.390]  We'll see you next time.
[01:05:07.830 --> 01:05:09.550]  We sure enjoyed hanging out with you guys.
[01:05:09.650 --> 01:05:11.790]  We'll see you next time when we do this again.
[01:05:13.410 --> 01:05:13.810]  Bye.
[01:05:14.530 --> 01:05:16.110]  Oh, hang out next week.
[01:05:16.770 --> 01:05:17.710]  Buy our shit.
[01:05:17.990 --> 01:05:19.210]  Oh, the guh, the guh.
[01:05:19.230 --> 01:05:20.170]  The GURPLERS.
[01:05:20.630 --> 01:05:21.110]  Embarrassing.
[01:05:21.790 --> 01:05:26.710]  And if you're listening to this on Tuesday, on Friday, it'll be available at noon central.
[01:05:27.210 --> 01:05:29.450]  And we'll be live streaming Mario Party.
[01:05:29.550 --> 01:05:29.690]  Bye.
[01:05:30.070 --> 01:05:32.170]  What will be available and where?
[01:05:34.470 --> 01:05:34.970]  Well, there you go.
[01:05:35.110 --> 01:05:35.750]  Take it away, Geoff.
[01:05:35.870 --> 01:05:36.530]  Oh my god.
[01:05:36.550 --> 01:05:38.170]  I'll tell you what's gonna be available.
[01:05:38.470 --> 01:05:39.570]  The GURPLER.
[01:05:39.710 --> 01:05:42.550]  The GURPLETINES Day GURPLER.
[01:05:42.550 --> 01:05:47.870]  It's a special GURPLETINE edition that is in no way different than the previous edition we sold
[01:05:47.870 --> 01:05:49.530]  at the end of last year.
[01:05:49.610 --> 01:05:51.750]  It is identical in every single way.
[01:05:51.910 --> 01:05:55.050]  That makes it a special GURPLETINE edition.
[01:05:55.510 --> 01:06:01.570]  Also, we're gonna have no scrumping and protected by falcon signs for sale next Friday on GURPLETINES
[01:06:01.570 --> 01:06:04.230]  Day to celebrate the GURP as you do.
[01:06:04.590 --> 01:06:05.210]  That's right.
[01:06:05.490 --> 01:06:11.910]  The original signs that everyone clamored for back in the old days and it couldn't get them fast
[01:06:11.910 --> 01:06:12.090]  enough.
[01:06:12.090 --> 01:06:13.410]  Now you'll have an opportunity again.
[01:06:13.710 --> 01:06:15.570]  And I think we restocked our dumb shirt.
[01:06:15.690 --> 01:06:18.210]  So if you want to buy a regulation shirt, you can get that as well.
[01:06:19.290 --> 01:06:23.030]  But even if you don't want to spend any money on us, we get that.
[01:06:23.150 --> 01:06:24.650]  Spend some eyeball time.
[01:06:24.770 --> 01:06:31.170]  Spend some earhole time and hang out and watch us play Mario Party for a few hours on our Twitch
[01:06:31.170 --> 01:06:33.050]  channel, which is this Twitch channel.
[01:06:33.210 --> 01:06:36.190]  So if you don't know what this Twitch channel is, look at your search bar.
[01:06:36.270 --> 01:06:37.550]  It's probably right there in front of you.
