[00:00.000 --> 00:01.260]  Is my line fatter?
[59:02.860 --> 59:05.060]  need to talk about this briefly if you don't mind.
[59:05.200 --> 59:07.080]  We're going to record Birth Year Movie Ranker
[59:07.080 --> 59:08.200]  on Friday. I'm good there.
[59:08.760 --> 59:11.140]  But we're recording the Moon Ranker supplemental
[59:11.140 --> 59:11.720]  on Friday.
[59:12.080 --> 59:15.180]  If I could just get a refresh on what constitutes
[59:15.180 --> 59:17.100]  what a Moon Ranker is.
[59:17.520 --> 59:18.720]  Aspects of the moon, you know, moon
[59:18.720 --> 59:20.440]  stuff. But it's not a draft.
[59:21.340 --> 59:23.000]  I mean, we're
[59:23.000 --> 59:24.760]  drafting these moon things and then we
[59:24.760 --> 59:26.800]  rank them. Is it like moon
[59:26.800 --> 59:27.480]  not moon?
[59:28.460 --> 59:30.440]  I don't know. What do you think?
[59:31.840 --> 59:32.880]  Rank moon
[59:32.880 --> 59:34.660]  stuff. I'm kind of
[59:34.660 --> 59:36.540]  excited for it to not be clarified
[59:36.540 --> 59:38.760]  and see what everybody brings. It's the moon,
[59:38.860 --> 59:39.020]  dude.
[59:40.060 --> 59:42.560]  But I don't think you can grab
[59:42.560 --> 59:44.800]  the moon itself.
[59:45.020 --> 59:46.120]  Like the actual moon.
[59:47.120 --> 59:48.800]  You can't draft... So it's moon not moon?
[59:49.760 --> 59:50.780]  No, because you can get other
[59:50.780 --> 59:52.640]  moons. It's just that our moon
[59:52.640 --> 59:53.880]  would have to be off limits.
[59:53.960 --> 59:56.740]  Our Earth's moon
[59:56.740 --> 59:58.340]  is off limits.
[59:58.440 --> 01:00:00.400]  But indoor would be fine.
[01:00:00.600 --> 01:00:02.120]  I don't have a problem with that.
[01:00:03.440 --> 01:00:04.540]  You're ranking that. I just
[01:00:04.540 --> 01:00:06.560]  think that in terms of a moon
[01:00:06.560 --> 01:00:08.220]  ranker, moon would have to be number one.
[01:00:08.360 --> 01:00:10.520]  So we have to eliminate it from the pool.
[01:00:11.440 --> 01:00:12.480]  It's the thing that we are
[01:00:12.480 --> 01:00:14.340]  doing it around, so you cannot pick it.
[01:00:14.860 --> 01:00:16.000]  Right. Yeah, that makes sense.
[01:00:17.060 --> 01:00:18.600]  So that's it. That's Moon Ranker.
[01:00:18.860 --> 01:00:20.460]  Also, I definitely
[01:00:20.460 --> 01:00:22.340]  think that Moon Ranker
[01:00:22.340 --> 01:00:24.420]  sounds like Moon Raker, and that's
[01:00:24.420 --> 01:00:26.420]  mostly why we're doing this, because it's a lot of fun.
[01:00:26.680 --> 01:00:28.460]  Jimmy Bond and Moon Ranker?
[01:00:28.500 --> 01:00:30.220]  Yeah. So, there you go.
[01:00:30.940 --> 01:00:32.380]  Okay, cool. Thank you for the elucidation.
[01:00:32.540 --> 01:00:34.300]  That helps me out a lot. Sure, man.
[01:00:34.960 --> 01:00:36.420]  Shall we wrap this episode
[01:00:36.420 --> 01:00:37.860]  up? Yeah!
[01:00:38.460 --> 01:00:40.460]  Because we got more stuff to do. We got another episode
[01:00:40.460 --> 01:00:42.520]  we gotta record. Yeah, I gotta watch some guides
[01:00:42.520 --> 01:00:43.420]  on Limbo, apparently.
[01:00:44.260 --> 01:00:46.060]  Yes, you do!
[01:00:46.980 --> 01:00:47.920]  Who here has the achievement?
[01:00:49.120 --> 01:00:49.880]  I tried
[01:00:49.880 --> 01:00:52.020]  for it, and I just didn't follow
[01:00:52.020 --> 01:00:53.980]  through. Andrew's the best gamer we
[01:00:53.980 --> 01:00:55.980]  know, too. I looked at it. That sucks. Interesting.
[01:00:56.100 --> 01:00:58.020]  So if anyone wants to play alongside me
[01:00:58.020 --> 01:00:59.980]  and work on this as a little
[01:00:59.980 --> 01:01:01.580]  team. Well, I don't want to go against the wheel.
[01:01:02.500 --> 01:01:04.040]  So, I'm gonna respect the
[01:01:04.040 --> 01:01:05.900]  wheel. Yeah, I think if anyone in the audience
[01:01:05.900 --> 01:01:07.900]  wants to go alongside Gavin and
[01:01:08.320 --> 01:01:10.060]  do this also, I say go for it.
[01:01:10.800 --> 01:01:12.060]  If it didn't land on
[01:01:12.060 --> 01:01:13.980]  Gavin does it by himself on the second wheel,
[01:01:14.080 --> 01:01:15.900]  then I would gladly do this with you.
[01:01:15.900 --> 01:01:18.140]  It would be disrespectful to the wheel.
[01:01:18.420 --> 01:01:19.820]  It would be. Gotta
[01:01:19.820 --> 01:01:21.800]  honor the wheel. Imagine if the series
[01:01:21.800 --> 01:01:23.240]  couldn't progress unless I
[01:01:23.900 --> 01:01:25.820]  beat Destiny Raid solo.
[01:01:26.220 --> 01:01:27.200]  Oh my god.
[01:01:33.060 --> 01:01:33.880]  Well, there you
[01:01:33.880 --> 01:01:36.060]  have it. Thanks for listening to this episode.
[01:01:36.980 --> 01:01:37.780]  Check out the
[01:01:37.780 --> 01:01:39.880]  Patreon. Check out Mario Party March,
[01:01:40.040 --> 01:01:41.680]  which is coming to a close
[01:01:41.680 --> 01:01:43.760]  as the release of this episode.
[01:01:43.760 --> 01:01:45.040]  We're getting near the end.
[01:01:45.900 --> 01:01:47.640]  Incredible, incredible stuff.
[01:01:47.980 --> 01:01:49.720]  By the time you hear the
[01:01:49.720 --> 01:01:51.720]  next episode, it will be over. However,
[01:01:51.920 --> 01:01:53.760]  we will have not done it because we have to
[01:01:53.760 --> 01:01:55.820]  double record this episode this week. So,
[01:01:56.040 --> 01:01:57.860]  who will win Mario Party March?
[01:01:57.940 --> 01:01:59.320]  It's a mystery even to us.
[01:02:00.020 --> 01:02:01.580]  Patreon.com slash TheRegulationPod.
[01:02:01.720 --> 01:02:02.840]  You can check it out over there.
[01:02:03.760 --> 01:02:05.460]  Bye. Oh, okay.
[01:02:06.620 --> 01:02:07.720]  I was gonna say you'll
[01:02:07.720 --> 01:02:09.440]  know before we do, but then I didn't
[01:02:11.640 --> 01:02:12.080]  really...
[01:02:12.080 --> 01:02:13.140]  Yeah, I agree.
[01:02:13.740 --> 01:02:16.020]  So then I just pivoted to buy.
[01:02:16.460 --> 01:02:17.540]  I liked it.
[01:02:17.720 --> 01:02:19.540]  That seemed to throw everybody. But a buy is
[01:02:19.540 --> 01:02:21.360]  how you close out. Bye.
[01:02:21.980 --> 01:02:23.320]  We'll see you next time.
[01:02:24.280 --> 01:02:24.680]  Bye.
